LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,DEFAULTED
200000,2,3,2,31,8,11,11,10,10,10,0
210000,2,1,3,40,9,9,9,9,9,9,0
30000,2,1,3,47,9,9,9,9,9,9,0
110000,2,3,2,31,8,11,11,11,11,11,0
50000,2,1,2,27,7,9,9,10,10,10,0
50000,2,3,2,26,9,10,10,10,11,11,1
50000,2,2,3,33,9,9,9,9,9,9,0
20000,2,3,2,23,9,9,9,9,9,9,0
230000,2,1,4,30,10,10,10,7,9,10,0
80000,2,2,2,32,9,9,9,9,9,9,0
150000,2,2,3,53,10,10,10,10,10,10,0
240000,2,2,3,28,10,10,10,10,11,11,0
450000,2,3,3,36,11,11,11,11,11,11,0
180000,2,2,2,24,10,10,10,10,10,10,1
30000,2,2,2,22,9,9,9,9,9,9,0
50000,2,2,3,22,9,9,9,9,9,9,1
20000,2,2,3,31,7,7,7,7,7,9,0
150000,2,2,2,25,11,11,11,11,11,11,0
20000,2,2,3,29,9,9,9,9,9,9,1
40000,2,2,3,25,9,9,9,9,9,7,1
180000,2,2,3,30,8,10,10,10,9,9,0
80000,2,2,2,29,9,9,9,9,9,9,0
50000,2,2,2,24,9,9,9,9,9,9,0
480000,2,3,2,32,10,10,10,10,10,10,0
20000,2,3,2,23,9,9,9,9,9,9,0
150000,2,3,2,24,11,11,11,11,11,11,0
20000,2,2,2,22,9,9,9,9,9,9,0
360000,2,3,2,29,8,11,11,11,11,11,0
200000,2,3,2,33,9,10,9,9,9,9,1
20000,2,3,2,28,9,10,10,7,9,9,0
50000,2,2,2,23,8,10,10,10,10,9,0
70000,2,2,2,23,9,9,9,9,9,9,1
120000,2,2,2,23,9,9,9,9,9,9,0
50000,2,1,3,46,9,9,9,9,7,9,0
310000,2,3,3,36,9,9,9,9,9,9,0
60000,2,2,2,24,9,9,9,9,9,9,0
20000,2,3,2,22,9,9,9,9,9,9,0
20000,2,2,2,22,7,7,9,9,9,6,1
50000,2,3,2,22,9,9,9,7,9,10,1
80000,2,2,2,22,9,9,9,9,9,9,0
20000,2,2,2,22,9,9,9,9,9,9,0
20000,2,4,2,22,9,9,9,9,9,9,1
10000,2,3,3,23,9,9,9,9,9,9,0
20000,2,2,3,21,10,9,9,9,7,9,0
20000,2,2,2,21,8,7,7,9,9,9,0
30000,2,2,2,22,9,9,9,9,9,10,0
20000,2,3,2,21,9,9,10,10,10,9,0
20000,2,3,2,22,9,10,10,9,10,10,0
20000,2,2,2,22,8,7,9,9,9,6,0
50000,2,2,2,22,8,7,9,9,9,9,0
50000,2,3,2,23,9,9,9,9,9,9,0
50000,2,1,2,23,10,10,10,10,9,9,1
20000,2,2,2,22,9,10,7,10,10,11,1
20000,2,2,2,22,7,5,6,7,9,9,1
80000,2,3,2,23,11,11,11,11,11,11,0
80000,2,2,2,23,9,9,9,9,9,9,0
130000,2,2,2,23,10,10,11,11,11,11,0
200000,2,3,2,24,11,11,11,11,11,11,0
50000,2,3,2,24,9,9,9,10,10,10,0
20000,2,3,2,22,9,9,7,7,7,7,0
20000,2,2,2,22,8,7,7,9,9,9,1
50000,2,2,2,22,8,7,9,9,9,9,1
60000,2,2,2,23,8,7,10,9,9,9,0
130000,2,2,2,22,9,10,10,9,10,9,0
80000,2,2,2,22,10,10,10,10,11,11,1
170000,2,2,2,34,9,9,9,9,9,9,0
90000,2,3,2,23,9,9,9,9,9,9,0
20000,2,2,3,23,10,10,10,10,9,10,0
20000,2,3,2,23,10,10,10,10,10,10,0
80000,2,2,2,23,9,9,9,9,10,10,0
30000,2,2,2,22,9,9,9,7,7,7,1
30000,2,3,2,22,9,9,7,7,7,7,0
30000,2,1,3,23,7,7,7,9,9,7,1
150000,2,2,2,23,11,10,9,9,9,9,0
50000,2,3,2,23,9,9,9,9,9,10,1
80000,2,2,2,23,8,10,10,7,9,10,0
30000,2,3,2,23,9,9,9,9,10,10,1
60000,2,3,2,23,7,7,7,7,7,7,1
100000,2,2,2,23,9,9,9,9,9,9,0
140000,2,3,2,23,9,9,9,9,9,9,0
140000,2,3,2,23,9,10,10,10,10,9,0
70000,2,4,3,23,9,9,9,9,9,9,0
70000,2,2,2,22,7,9,9,9,9,9,0
30000,2,2,3,28,7,7,7,7,9,9,1
50000,2,1,2,22,7,10,10,7,9,9,1
50000,2,2,2,22,7,7,7,9,9,9,1
30000,2,1,3,22,9,9,9,9,9,7,0
30000,2,1,2,23,9,9,9,9,9,9,1
30000,2,3,2,24,11,11,11,11,11,11,0
20000,2,3,2,25,9,9,9,9,9,9,0
60000,2,4,2,23,9,9,9,9,9,9,0
200000,2,3,2,23,9,9,9,9,9,9,0
80000,2,3,2,23,8,11,11,11,10,10,1
170000,2,3,2,23,9,9,9,9,9,9,0
230000,2,2,2,24,10,10,10,10,10,9,1
90000,2,3,2,24,7,7,7,7,9,9,1
290000,2,2,2,24,9,9,9,9,9,9,1
60000,2,2,2,24,9,9,10,7,9,9,0
20000,2,3,2,24,11,7,7,7,7,9,1
50000,2,2,3,23,9,9,9,9,9,9,0
210000,2,2,2,23,9,9,9,9,9,9,0
290000,2,2,2,29,10,9,9,9,9,9,0
90000,2,2,2,23,9,9,9,9,9,9,0
50000,2,2,2,23,9,9,9,9,9,9,0
50000,2,2,2,23,9,9,9,7,9,9,0
20000,2,1,2,24,9,10,9,9,9,9,0
360000,2,2,2,23,9,9,11,11,11,11,0
230000,2,3,2,23,9,9,9,9,9,9,0
30000,2,3,2,24,10,9,9,9,9,9,0
30000,2,3,2,23,9,9,9,9,9,9,0
70000,2,2,2,23,9,9,9,9,9,9,0
20000,2,2,2,25,7,9,9,9,9,11,1
80000,2,2,2,25,10,10,11,11,11,11,0
80000,2,2,2,24,9,9,9,9,9,9,0
50000,2,2,2,25,9,9,9,9,9,9,0
30000,2,4,2,22,9,9,9,9,9,9,0
30000,2,3,2,22,9,9,7,9,9,10,0
70000,2,2,2,22,9,9,9,9,9,9,0
30000,2,2,2,24,9,9,9,9,9,9,0
110000,2,2,3,24,8,8,10,9,9,9,0
160000,2,2,2,24,9,9,9,9,9,9,0
30000,2,2,2,22,7,7,7,7,7,9,1
40000,2,2,2,24,7,9,9,9,9,9,1
160000,2,2,2,25,8,10,9,9,9,11,1
50000,2,2,2,23,7,9,9,9,9,9,1
160000,2,3,2,23,9,9,9,9,9,10,1
30000,2,2,2,22,9,10,10,9,9,10,0
70000,2,2,2,23,7,6,7,7,9,9,0
150000,2,2,3,24,10,10,10,10,10,10,0
50000,2,2,3,24,9,9,9,9,9,7,0
80000,2,3,3,24,9,9,9,9,9,7,0
50000,2,2,2,24,7,9,9,9,9,7,1
50000,2,2,2,24,9,9,9,9,9,9,0
30000,2,1,3,25,9,9,9,9,9,9,0
250000,2,1,3,27,7,6,7,7,9,9,0
70000,2,3,3,23,10,10,11,11,11,11,0
150000,2,2,2,23,10,10,10,9,9,9,0
320000,2,3,2,25,9,9,9,9,9,9,0
80000,2,4,2,25,9,9,9,9,9,11,0
30000,2,1,2,26,8,7,7,7,7,7,1
50000,2,3,2,23,9,9,9,9,10,10,0
30000,2,1,2,23,9,9,9,9,9,9,0
20000,2,2,2,23,9,9,9,11,11,11,0
200000,2,2,3,25,9,9,9,9,9,9,1
20000,2,2,2,22,9,9,9,9,7,7,1
100000,2,2,2,24,7,6,7,9,9,9,1
20000,2,3,2,26,8,7,7,7,7,7,1
130000,2,2,2,24,9,9,9,9,9,9,0
50000,2,4,2,24,9,9,9,9,9,9,0
200000,2,4,3,25,9,9,9,9,9,9,1
20000,2,2,3,25,8,11,11,11,11,11,1
20000,2,2,3,26,8,7,9,9,9,9,0
100000,2,3,2,26,8,7,7,7,9,10,0
170000,2,2,2,24,9,9,9,9,9,9,0
80000,2,3,2,22,9,9,9,9,9,9,0
130000,2,3,2,26,11,11,11,11,11,11,1
50000,2,1,3,26,7,7,7,9,9,9,1
280000,2,2,2,26,9,9,9,9,9,9,0
130000,2,2,2,27,10,10,10,10,9,9,0
150000,2,2,3,27,10,10,10,10,10,11,0
130000,2,3,2,23,11,11,11,11,11,11,0
30000,2,2,2,23,9,9,7,9,9,9,0
50000,2,3,2,23,9,9,9,9,9,9,0
120000,2,2,2,24,9,9,9,9,9,9,0
30000,2,2,2,24,9,9,9,7,9,9,0
80000,2,2,2,25,9,9,9,9,9,9,0
80000,2,3,2,23,10,10,11,11,10,10,0
20000,2,3,2,23,9,9,9,9,9,9,1
80000,2,1,3,23,10,10,10,10,10,10,0
30000,2,2,3,27,7,9,9,7,9,9,0
120000,2,3,2,26,10,10,10,10,10,10,0
110000,2,3,2,26,9,9,9,9,11,11,0
70000,2,3,2,25,9,9,9,9,9,9,0
300000,2,3,2,25,8,10,10,10,10,10,0
160000,2,2,2,25,10,10,9,9,9,9,0
150000,2,2,2,25,9,9,9,9,9,9,0
210000,2,2,3,47,10,10,10,10,10,10,1
20000,2,2,2,26,9,9,9,9,9,9,0
240000,2,2,2,26,9,9,9,9,9,9,0
60000,2,2,2,25,10,10,9,9,9,9,0
20000,2,2,2,25,9,9,7,7,7,7,0
130000,2,2,2,25,8,7,9,9,9,9,0
330000,2,2,3,25,9,10,9,9,9,9,0
50000,2,3,3,25,9,9,9,9,9,11,1
110000,2,3,2,24,9,9,9,9,9,9,0
50000,2,1,3,24,9,9,9,9,9,9,0
90000,2,2,2,24,9,9,11,11,11,11,0
130000,2,2,2,26,9,9,9,7,7,7,0
150000,2,1,3,26,9,9,9,9,9,11,0
140000,2,2,2,27,10,10,11,11,11,11,0
150000,2,2,2,24,9,9,9,9,9,9,0
50000,2,2,2,26,7,9,9,9,10,10,1
40000,2,3,2,26,9,9,9,9,10,10,1
170000,2,2,2,27,9,9,9,9,9,9,0
60000,2,2,2,24,10,7,10,9,9,9,0
200000,2,2,2,25,11,11,11,11,11,11,0
80000,2,3,2,25,8,10,9,9,9,9,0
100000,2,3,2,25,9,9,9,9,7,9,0
170000,2,2,2,25,9,9,9,9,9,9,0
140000,2,3,2,26,9,9,9,9,9,9,0
90000,2,2,2,26,9,9,9,9,9,9,0
70000,2,4,3,26,9,9,9,9,9,9,0
120000,2,3,2,26,9,9,9,9,9,9,0
60000,2,2,3,26,9,9,9,9,9,9,0
150000,2,2,2,26,9,9,9,9,9,9,0
50000,2,1,3,24,9,9,9,9,9,11,0
80000,2,1,3,26,9,9,9,9,9,9,0
310000,2,2,2,27,9,9,9,9,9,9,0
50000,2,3,2,23,9,9,9,9,9,9,0
20000,2,2,3,23,9,9,7,9,9,9,1
80000,2,3,2,24,9,9,9,7,9,9,1
180000,2,3,2,25,10,10,11,11,11,11,0
50000,2,2,3,23,9,9,9,9,9,9,0
70000,2,2,2,22,9,9,9,9,9,9,1
20000,2,2,3,25,9,9,6,7,9,9,0
60000,2,2,3,24,7,7,9,9,9,9,1
30000,2,2,2,25,7,7,7,9,9,9,0
20000,2,2,2,24,7,9,9,9,9,6,1
280000,2,4,2,25,9,9,9,9,9,9,0
30000,2,2,2,25,11,11,10,9,9,9,0
40000,2,3,2,26,7,7,7,7,7,7,1
130000,2,2,2,25,9,9,9,9,9,9,0
90000,2,2,2,25,9,9,9,9,9,9,0
260000,2,2,2,25,9,10,10,9,9,9,0
100000,2,3,2,26,10,10,10,10,10,10,1
50000,2,3,2,24,9,9,9,9,9,9,1
190000,2,1,2,24,9,9,9,9,10,9,0
70000,2,2,2,22,9,9,9,7,9,9,0
50000,2,2,3,26,9,9,9,9,9,9,0
40000,2,2,2,26,9,9,7,9,9,9,0
200000,2,3,2,26,9,9,9,9,9,9,0
100000,2,3,2,26,8,11,11,11,11,11,0
220000,2,2,2,26,10,10,10,10,10,10,0
200000,2,2,3,27,10,10,10,10,10,10,0
50000,2,1,3,27,7,7,11,10,10,10,0
360000,2,2,2,27,11,11,11,11,11,11,0
170000,2,3,2,25,9,9,9,10,9,9,0
250000,2,1,4,26,9,9,9,9,9,9,0
80000,2,2,2,26,7,7,7,9,9,9,0
110000,2,2,2,23,9,9,9,9,9,9,0
20000,2,2,2,23,9,9,10,9,9,9,0
20000,2,2,3,25,7,7,7,7,9,9,1
60000,2,2,2,24,9,9,9,9,9,9,0
170000,2,2,2,24,9,9,9,9,9,9,0
150000,2,2,2,24,9,9,9,9,10,10,0
210000,2,2,2,24,11,11,11,10,10,10,0
230000,2,2,2,25,9,9,10,9,10,10,0
160000,2,2,2,25,10,10,10,10,9,9,0
150000,2,2,2,25,9,9,9,9,9,9,0
210000,2,2,2,26,10,10,10,10,10,10,0
300000,2,2,2,28,10,10,10,11,11,10,0
340000,2,3,2,27,10,10,10,10,9,10,0
150000,2,3,2,24,11,11,11,11,11,11,1
50000,2,2,2,25,9,9,10,9,10,9,0
160000,2,3,2,27,11,11,11,11,11,11,1
50000,2,3,2,25,9,9,7,9,9,9,1
70000,2,2,2,25,8,7,9,9,9,9,1
120000,2,2,3,25,9,9,9,9,9,11,0
200000,2,3,2,25,11,11,11,11,11,11,0
50000,2,2,2,25,9,9,7,9,9,9,0
310000,2,3,2,26,9,9,9,9,9,9,0
50000,2,2,2,24,9,9,9,9,9,9,0
300000,2,4,2,24,10,10,10,10,10,10,0
160000,2,2,2,25,9,9,9,9,9,9,0
90000,2,2,2,25,9,9,9,9,9,9,0
160000,2,2,3,25,9,9,9,9,9,9,0
500000,2,3,2,25,10,9,9,9,9,9,0
390000,2,3,2,26,11,11,11,11,11,11,0
320000,2,2,2,26,9,9,9,9,9,9,0
50000,2,3,2,26,11,11,11,11,11,11,0
200000,2,4,2,27,8,10,10,10,10,9,0
90000,2,2,2,27,9,9,10,10,11,11,0
360000,2,2,2,27,9,9,10,10,10,11,0
180000,2,3,2,27,10,10,10,10,10,10,0
60000,2,2,2,24,10,9,10,9,9,9,0
250000,2,2,2,24,11,11,10,9,9,9,1
20000,2,3,2,25,9,10,10,11,11,11,0
10000,2,3,2,24,9,9,9,9,9,7,0
110000,2,3,2,24,9,9,7,7,9,9,0
150000,2,2,2,25,10,10,10,10,9,9,0
160000,2,2,2,25,9,9,9,9,10,10,0
30000,2,2,2,25,8,7,9,9,7,9,0
30000,2,3,2,24,8,7,7,7,9,9,0
280000,2,3,3,26,11,11,11,11,11,11,0
120000,2,3,2,28,8,10,7,7,10,10,0
360000,2,1,3,27,9,9,9,9,9,9,0
80000,2,2,3,27,9,9,9,9,9,9,0
310000,2,1,2,27,9,9,9,9,9,9,0
80000,2,2,3,27,11,11,11,11,11,11,0
180000,2,3,2,28,9,9,9,9,9,9,0
130000,2,3,2,26,10,10,10,10,10,10,0
70000,2,1,3,24,9,9,9,9,9,9,0
400000,2,2,2,24,9,9,10,10,10,10,0
20000,2,3,2,22,8,7,9,9,9,9,1
30000,2,3,2,23,9,9,11,11,11,11,0
80000,2,2,2,25,8,10,10,10,11,10,0
150000,2,2,2,26,9,9,9,9,9,9,0
20000,2,1,2,24,10,10,10,10,10,11,0
20000,2,3,2,25,10,10,10,10,10,10,0
150000,2,3,2,26,10,10,10,10,10,10,0
60000,2,2,2,27,9,9,9,9,9,9,0
320000,2,3,2,27,9,9,9,9,9,9,0
80000,2,2,2,27,10,10,10,10,10,10,0
130000,2,3,2,25,9,9,9,9,11,11,0
400000,2,2,3,24,9,9,9,9,9,9,0
20000,2,3,2,25,9,9,9,9,9,9,0
60000,2,3,2,24,10,10,10,10,10,10,0
80000,2,3,2,24,9,9,9,9,9,9,0
50000,2,3,3,24,9,9,7,9,9,9,1
20000,2,3,2,25,9,9,9,9,9,9,0
100000,2,2,3,25,9,9,9,9,9,9,0
80000,2,3,2,25,6,7,7,7,7,7,1
140000,2,3,2,25,10,9,9,9,9,9,1
110000,2,3,2,25,9,9,9,9,9,9,0
350000,2,3,2,27,9,9,9,9,9,9,0
60000,2,3,2,27,8,11,11,11,10,9,0
50000,2,3,2,24,7,9,9,9,9,9,1
210000,2,2,2,26,9,9,9,7,9,9,0
50000,2,1,2,25,9,9,9,9,9,9,0
80000,2,4,3,25,9,9,9,9,9,9,0
30000,2,2,2,26,7,9,9,7,9,9,1
150000,2,2,2,26,9,9,9,9,9,9,0
20000,2,3,2,26,11,11,11,11,11,11,0
270000,2,3,2,26,8,11,10,10,11,11,0
50000,2,2,2,27,7,7,7,7,7,7,1
380000,2,2,2,27,9,9,9,9,11,11,0
60000,2,3,2,28,9,9,9,9,9,9,0
50000,2,1,2,26,8,7,7,7,7,7,1
120000,2,2,3,26,10,10,10,10,11,10,0
260000,2,3,2,26,10,10,7,9,9,7,0
190000,2,2,2,26,8,5,6,7,7,7,0
50000,2,3,2,26,9,9,9,9,9,9,0
80000,2,3,2,26,9,9,11,10,10,9,0
110000,2,2,2,26,10,10,10,10,10,9,1
50000,2,2,2,26,9,9,9,9,9,9,0
150000,2,3,2,27,11,11,11,11,11,11,0
50000,2,2,3,27,10,7,10,10,9,10,1
80000,2,2,2,25,9,9,9,9,9,9,0
20000,2,3,2,24,9,9,9,9,9,9,0
200000,2,2,2,24,9,9,9,9,9,9,0
80000,2,3,2,25,10,10,7,10,10,11,0
70000,2,2,2,25,9,9,7,7,7,5,1
280000,2,3,2,26,9,9,9,9,9,9,0
160000,2,1,2,26,9,9,9,9,11,11,0
90000,2,2,2,26,9,9,9,7,9,9,0
200000,2,3,2,27,10,10,10,7,7,7,0
150000,2,3,2,28,8,10,10,11,11,10,0
80000,2,2,2,27,9,9,9,7,9,9,0
390000,2,3,2,28,9,9,9,9,9,9,0
190000,2,2,3,28,9,9,9,9,9,9,0
240000,2,3,2,28,11,11,11,11,11,11,0
200000,2,3,2,29,10,9,10,10,9,9,0
130000,2,2,3,29,11,11,11,11,11,11,0
100000,2,2,3,29,9,9,9,9,9,9,0
190000,2,2,2,29,10,10,10,10,9,9,0
90000,2,3,2,29,9,9,9,9,9,9,0
20000,2,1,3,27,9,9,9,7,9,9,1
90000,2,2,2,26,8,7,7,7,7,7,0
90000,2,2,2,26,8,7,7,7,7,7,0
80000,2,2,2,27,8,7,7,7,7,9,0
40000,2,2,3,28,7,7,6,7,7,7,0
50000,2,2,3,22,9,9,7,9,9,9,0
150000,2,3,2,25,9,9,9,7,9,9,0
200000,2,3,2,27,11,11,11,11,11,11,0
20000,2,2,3,27,9,9,9,10,9,9,0
160000,2,3,2,27,9,9,9,9,9,9,0
80000,2,2,2,28,9,9,9,9,9,9,0
30000,2,2,2,22,9,9,9,9,9,9,0
50000,2,3,2,23,10,10,11,11,11,11,0
310000,2,2,3,25,9,9,9,9,9,9,0
50000,2,2,2,26,9,9,9,9,9,9,1
200000,2,2,2,26,10,10,10,10,10,9,0
20000,2,2,2,22,9,9,9,9,9,9,1
30000,2,1,3,22,11,11,11,11,11,11,0
20000,2,3,2,23,10,10,10,10,10,10,1
50000,2,2,2,22,9,9,9,9,9,9,0
230000,2,2,2,28,9,9,10,10,10,11,0
130000,2,3,2,29,10,10,10,10,10,10,0
500000,2,3,2,29,10,9,9,9,9,9,0
200000,2,2,3,29,9,9,9,9,9,9,0
110000,2,3,2,29,11,11,11,11,11,11,0
230000,2,3,3,30,8,7,7,7,9,9,0
80000,2,2,3,30,10,10,10,11,10,10,0
20000,2,3,2,27,10,10,11,11,11,11,1
120000,2,2,2,27,9,9,9,9,9,9,1
200000,2,3,2,27,8,11,11,11,10,9,0
70000,2,2,3,28,9,9,9,7,9,9,0
230000,2,2,2,28,9,9,9,9,9,9,0
60000,2,1,3,28,8,7,7,9,9,9,0
60000,2,2,2,28,7,7,7,7,7,7,0
360000,2,2,3,28,11,7,9,10,10,10,1
100000,2,2,2,25,9,9,9,9,9,9,0
240000,2,3,2,25,8,10,10,10,10,11,0
130000,2,3,2,25,7,7,11,11,11,11,0
130000,2,2,1,25,10,7,7,11,10,10,1
50000,2,3,2,25,9,9,9,9,9,7,0
150000,2,3,3,26,7,7,7,7,7,9,1
300000,2,2,2,28,11,11,11,11,11,11,1
200000,2,3,2,28,10,10,10,10,10,10,0
320000,2,3,2,28,11,11,11,11,11,11,0
160000,2,2,2,27,8,11,11,11,11,11,0
210000,2,3,2,26,9,9,9,9,9,9,0
70000,2,3,2,25,9,9,7,7,7,9,1
250000,2,2,2,25,9,9,9,9,9,6,0
130000,2,3,2,27,9,9,9,10,9,9,0
30000,2,3,2,27,9,9,7,7,7,7,0
210000,2,3,2,27,9,9,9,9,9,9,0
170000,2,2,2,27,7,9,9,9,9,9,1
100000,2,1,3,28,7,7,9,9,7,7,0
50000,2,2,3,28,8,7,9,9,9,9,0
130000,2,3,2,27,9,9,9,11,11,11,0
30000,2,2,2,26,9,9,9,9,9,9,1
130000,2,2,2,30,9,9,9,7,9,9,0
70000,2,3,2,26,9,9,9,9,9,9,0
210000,2,3,2,26,9,9,9,9,9,9,0
170000,2,3,2,25,9,9,9,9,9,9,0
420000,2,3,2,28,9,9,10,9,9,9,0
80000,2,2,3,26,9,9,9,9,9,9,0
150000,2,2,2,26,11,11,11,11,11,11,0
200000,2,3,2,26,10,9,9,9,9,9,0
70000,2,2,2,26,7,7,9,9,7,7,1
90000,2,2,2,26,7,7,7,9,9,9,1
130000,2,2,3,27,7,7,9,9,7,9,0
360000,2,2,2,28,10,10,10,9,9,11,0
260000,2,2,2,28,9,9,9,9,9,9,0
160000,2,2,2,28,9,9,9,9,10,9,0
20000,2,2,3,28,10,10,9,9,9,9,0
140000,2,1,3,28,7,7,7,7,7,7,1
200000,2,2,2,29,10,10,10,10,11,11,0
200000,2,2,3,29,9,9,9,9,9,10,0
120000,2,2,2,28,9,9,9,9,9,9,0
210000,2,2,2,29,9,9,9,9,9,9,0
50000,2,2,3,23,9,9,9,9,9,9,1
80000,2,3,2,23,8,7,7,9,9,9,1
60000,2,2,2,23,10,9,9,9,9,9,0
50000,2,2,3,24,9,9,9,9,9,11,0
50000,2,2,2,25,9,9,9,7,7,7,0
70000,2,3,2,25,8,7,7,7,7,7,0
80000,2,2,2,25,8,7,9,9,9,9,1
50000,2,2,3,25,9,9,9,10,10,10,1
30000,2,3,2,25,10,7,10,9,9,9,1
300000,2,3,2,26,11,11,11,11,11,11,0
240000,2,2,2,26,10,10,10,10,10,11,0
140000,2,4,2,26,9,9,11,11,10,9,0
30000,2,3,2,27,9,9,9,9,9,9,0
70000,2,2,3,29,9,9,9,9,9,11,0
220000,2,2,2,29,9,9,9,9,9,9,0
230000,2,2,2,29,9,9,9,9,9,9,0
20000,2,2,3,29,9,9,9,9,9,9,0
130000,2,2,2,25,8,7,7,7,7,9,0
60000,2,2,2,26,7,7,7,7,7,7,1
200000,2,2,2,26,9,9,9,9,9,9,0
310000,2,2,2,26,9,9,9,9,9,9,0
240000,2,2,2,26,9,9,9,9,9,9,0
200000,2,3,2,26,10,10,10,11,11,10,0
440000,2,2,2,27,9,9,9,9,9,9,0
180000,2,2,2,27,9,9,9,9,10,10,0
300000,2,3,2,29,11,10,10,9,9,9,0
160000,2,2,2,30,9,9,7,10,9,9,0
160000,2,3,2,30,8,7,7,7,7,9,0
230000,2,2,2,30,10,7,10,9,9,11,0
160000,2,3,3,30,7,9,9,9,9,7,1
200000,2,3,2,28,10,10,7,10,10,10,0
240000,2,2,2,29,9,9,9,9,9,9,0
420000,2,3,2,29,9,9,9,11,11,11,0
210000,2,3,2,30,10,10,10,10,10,9,0
220000,2,3,2,28,9,9,9,9,9,9,0
200000,2,3,3,28,10,10,10,10,10,10,0
230000,2,2,2,28,8,11,10,7,10,10,0
250000,2,3,2,28,9,9,9,10,10,11,0
80000,2,2,3,28,9,9,9,9,9,11,0
80000,2,2,3,26,9,9,9,9,10,9,0
50000,2,1,3,26,10,7,9,9,9,9,1
20000,2,2,2,26,10,10,10,10,10,11,1
60000,2,2,3,27,9,9,9,9,9,9,1
50000,2,2,2,27,7,7,7,7,9,9,1
310000,2,3,2,28,9,9,9,9,9,9,0
140000,2,3,2,29,9,9,9,9,9,9,0
220000,2,3,2,27,9,9,9,9,9,9,0
130000,2,2,2,27,8,11,11,11,11,11,0
300000,2,3,2,29,10,10,10,10,10,11,0
140000,2,1,2,28,10,10,10,10,9,10,0
400000,2,3,2,29,10,10,11,11,11,11,0
200000,2,3,3,30,8,7,7,7,10,10,0
150000,2,3,2,29,10,10,11,10,10,10,0
420000,2,3,2,27,9,9,9,9,9,9,0
230000,2,2,2,26,10,10,9,9,9,10,0
210000,2,3,2,27,9,9,9,9,9,9,0
120000,2,3,2,27,10,10,10,10,10,10,0
50000,2,3,2,28,9,9,9,9,9,9,0
200000,2,2,2,28,9,9,9,9,9,9,0
180000,2,2,2,28,9,9,9,10,10,11,0
30000,2,2,3,28,9,9,9,9,9,9,0
110000,2,2,2,29,7,9,9,9,9,9,1
50000,2,2,3,29,9,9,9,9,9,9,0
120000,2,2,2,29,8,7,9,9,9,9,0
230000,2,3,2,29,9,9,9,9,9,9,0
80000,2,2,3,29,11,11,10,7,7,11,1
320000,2,2,2,29,11,11,11,11,11,11,0
50000,2,1,3,29,9,9,9,9,9,9,0
110000,2,2,3,29,9,9,9,9,9,9,0
150000,2,3,2,25,8,11,10,7,10,10,0
30000,2,3,2,26,10,10,10,10,10,10,0
80000,2,2,2,26,9,9,9,9,9,9,0
150000,2,2,2,26,9,9,9,9,9,9,0
270000,2,3,2,26,9,9,9,9,9,9,0
160000,2,3,2,26,9,9,9,9,9,9,0
150000,2,3,2,29,9,9,10,10,10,9,0
170000,2,1,2,31,8,11,11,11,10,10,0
70000,2,2,3,31,9,9,9,9,9,9,0
210000,2,3,2,31,9,9,9,9,9,9,0
50000,2,3,2,30,9,9,9,9,9,9,0
70000,2,3,2,27,10,7,10,10,10,10,0
180000,2,3,2,28,8,10,10,10,10,10,0
260000,2,2,2,27,10,10,10,10,10,10,1
50000,2,2,3,27,9,9,9,9,9,9,0
140000,2,3,2,27,9,9,9,9,9,9,0
100000,2,2,3,30,9,9,9,9,9,7,1
420000,2,2,2,29,9,9,9,9,10,9,0
300000,2,2,2,30,8,10,9,9,9,9,0
30000,2,2,2,25,9,9,9,9,9,9,1
150000,2,4,3,26,8,11,11,11,10,10,0
180000,2,2,3,26,9,9,9,9,10,10,0
330000,2,3,2,26,7,9,9,9,9,9,1
360000,2,2,2,26,10,10,10,10,11,11,0
210000,2,2,2,27,11,10,9,9,9,9,1
90000,2,3,2,27,9,9,9,9,9,9,0
250000,2,2,3,28,7,9,9,9,7,9,1
80000,2,1,2,24,8,7,7,6,7,7,0
290000,2,3,2,27,9,9,9,9,9,9,0
280000,2,3,2,29,9,9,9,9,9,9,0
340000,2,3,3,29,10,9,9,9,9,9,0
120000,2,3,2,29,9,9,9,9,9,9,0
110000,2,1,2,31,9,9,10,10,10,10,0
30000,2,2,2,22,9,9,9,9,9,9,0
70000,2,2,2,24,9,9,9,9,9,9,0
20000,2,1,3,24,10,10,11,10,10,11,0
80000,2,2,2,25,9,9,9,9,9,9,0
120000,2,2,3,25,7,9,9,7,9,9,1
500000,2,3,2,26,9,9,9,9,9,9,0
320000,2,2,2,27,9,9,7,9,9,9,0
150000,2,3,2,27,10,10,10,10,11,10,0
190000,2,2,2,27,7,7,7,7,9,9,1
130000,2,2,3,29,8,11,11,11,11,11,0
70000,2,2,3,34,9,9,9,9,9,9,0
350000,2,3,2,30,11,11,11,11,11,11,0
210000,2,3,2,27,9,9,9,9,9,9,1
120000,2,2,3,27,9,9,9,9,9,7,1
130000,2,2,3,28,9,9,9,9,9,9,0
170000,2,2,2,27,9,9,9,9,9,9,0
100000,2,1,3,30,8,11,11,11,11,11,0
200000,2,3,2,28,9,9,9,9,9,9,0
270000,2,3,2,28,10,10,10,10,9,10,0
30000,2,2,3,30,8,4,5,6,7,7,1
160000,2,2,2,24,9,9,9,9,9,9,0
80000,2,1,3,26,9,9,9,7,9,9,0
