LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_PAID,AUGUST_PAID,JULY_PAID,JUNE_PAID,MAY_PAID,APRIL_PAID,DEFAULTED
50000,2,2,1,24,9,9,9,9,9,9,1600,6207,1465,2200,1000,3000,0
70000,2,2,2,26,9,9,9,9,9,9,3600,3990,2700,2300,2300,3000,0
30000,2,2,3,26,7,7,7,7,7,7,1805,2074,0,2304,0,2400,1
390000,2,3,2,25,9,9,9,9,9,9,4000,5000,11417,10000,10000,5000,0
80000,2,2,2,25,9,9,9,9,9,9,2000,2000,1867,1784,1050,0,0
70000,2,3,2,26,9,9,9,9,9,9,3000,4000,1829,4500,2100,2500,0
30000,2,2,2,23,9,9,9,7,9,9,1300,2000,1100,1000,2700,500,1
60000,2,2,2,23,9,9,9,9,9,9,2400,1700,1403,1000,1000,1000,0
20000,2,1,3,24,9,9,9,9,9,9,1500,2000,1500,506,803,1009,0
70000,2,2,2,25,9,9,9,9,7,7,3000,2000,4500,1200,0,1200,1
200000,2,2,2,25,9,9,9,9,9,9,7080,8000,7011,8500,6010,6000,0
50000,2,2,2,23,9,9,9,9,9,9,2000,2520,20000,1000,1000,1000,0
50000,2,2,3,27,8,7,9,9,9,9,0,2080,1600,657,683,838,0
20000,2,2,2,23,9,9,9,9,7,9,1500,1600,2200,0,650,1450,0
50000,2,3,2,23,8,7,9,9,9,9,0,1600,1600,1400,1400,1400,0
90000,2,2,2,24,9,9,9,9,9,9,10000,14790,5000,5249,9932,0,0
100000,2,2,2,24,7,9,9,9,9,9,7900,4500,3800,3500,7500,3500,0
70000,2,2,2,24,9,9,9,9,9,9,3000,3000,2500,3000,5800,0,0
90000,2,2,2,24,9,9,9,9,9,11,3248,2991,2655,0,0,0,0
30000,2,1,3,23,9,9,7,9,9,9,3605,2,1731,1093,1026,1964,0
100000,2,3,2,27,9,9,9,9,9,9,3000,2700,2270,2433,2530,2400,0
280000,2,2,2,25,9,9,9,9,9,9,6285,5897,5895,7747,6509,11234,0
100000,2,2,2,28,8,7,7,7,9,9,0,7690,0,2800,5700,0,0
140000,2,2,3,28,9,9,9,9,9,9,7028,6000,5026,5000,3000,2000,0
10000,2,3,2,27,7,9,9,7,9,9,1281,2603,0,1000,500,421,1
50000,2,2,3,28,9,9,9,9,9,9,2195,1978,1144,341,345,510,0
120000,2,3,2,28,9,9,11,11,10,9,0,0,0,4186,2000,1000,0
20000,2,2,3,27,9,9,9,9,10,10,1222,1200,1004,780,116,806,1
30000,2,2,3,27,10,10,7,10,9,10,780,0,780,0,390,150,0
130000,2,2,2,26,8,11,11,11,11,11,0,0,0,0,0,0,0
150000,2,3,2,27,11,11,11,11,11,11,1689,0,4013,2278,1132,4721,0
180000,2,2,3,27,9,9,9,9,9,9,5000,6000,6000,5000,5000,10000,0
400000,2,2,2,26,9,9,9,9,9,9,3600,2200,1700,1500,1315,800,0
300000,2,3,2,27,8,11,11,10,10,11,874,876,876,0,0,0,0
30000,2,3,2,27,7,9,9,9,9,9,1400,1700,1900,557,1000,2000,0
130000,2,3,2,27,11,11,11,11,11,11,0,734,0,390,988,1990,0
20000,2,1,3,26,9,9,9,7,9,9,2000,4500,0,671,700,2000,1
50000,2,2,3,27,7,9,9,9,10,9,1724,1819,2664,31057,1064,1073,0
80000,2,2,2,27,8,7,7,7,7,11,0,4500,21,0,0,0,0
20000,2,2,2,26,9,9,9,9,9,9,1596,1456,1005,160,98,0,0
50000,2,2,2,27,7,7,7,7,7,9,2100,0,3400,0,1528,3038,1
80000,2,2,2,26,9,9,9,9,9,9,3000,3700,4000,3000,3300,3050,0
340000,2,3,2,26,10,10,10,10,10,10,13054,15449,9610,4373,12929,8000,0
30000,2,2,3,27,9,9,9,9,9,9,1500,1938,2000,505,25000,1229,0
120000,2,2,2,27,9,9,9,9,9,10,1743,1640,1010,95,1595,0,0
50000,2,3,2,27,8,7,7,11,11,11,0,0,0,0,0,0,1
50000,2,2,2,27,9,9,9,9,9,9,1513,2000,2000,1000,1000,1000,0
500000,2,3,2,28,9,10,10,9,9,11,20000,19501,1000,0,0,0,0
360000,2,2,2,27,7,7,11,11,11,11,0,0,0,0,0,0,1
60000,2,3,2,27,8,10,7,9,9,9,3366,0,1000,0,1017,0,0
50000,2,2,2,27,9,9,9,9,9,9,1779,3001,1558,1045,1074,1634,0
130000,2,3,2,27,9,10,10,9,9,9,250,7671,5000,65000,3000,41803,0
360000,2,2,2,29,9,9,9,9,9,9,5886,4054,8412,15096,1208,3000,0
160000,2,2,2,27,8,7,9,9,9,9,7000,6000,7217,6000,6000,6000,0
360000,2,2,3,27,11,11,11,11,11,11,15381,0,0,0,0,0,0
210000,2,2,2,28,11,11,11,11,11,11,2316,2836,2316,1446,131242,5000,0
230000,2,2,2,28,7,9,9,7,7,7,6724,18150,7200,7500,0,15079,1
70000,2,2,2,27,7,7,7,9,9,9,4000,0,1929,2000,6000,3700,1
50000,2,2,3,25,9,10,10,10,10,10,1513,1246,1111,3018,5847,1273,0
80000,2,2,2,25,10,10,9,9,11,11,2000,5860,0,0,0,0,0
100000,2,2,2,26,9,10,9,9,9,9,6649,2704,5250,4,0,24,1
200000,2,2,3,28,9,9,9,9,9,9,9197,3700,6478,2114,2337,2401,0
70000,2,2,2,28,9,9,9,9,9,9,3100,3160,3100,2500,2600,2800,0
110000,2,3,3,28,9,9,9,9,9,7,11602,4238,4316,11190,0,3000,0
50000,2,3,2,28,8,7,7,7,7,7,0,4156,0,4100,0,2000,1
50000,2,3,2,28,8,7,9,9,9,9,1500,1300,2390,2200,0,3283,0
70000,2,2,2,27,9,9,7,7,9,9,3500,1000,1000,2000,1000,1500,0
60000,2,2,2,27,6,7,7,7,5,6,2100,0,9700,0,0,0,1
130000,2,2,3,27,9,9,9,9,9,9,3500,4000,3000,3146,3260,3200,0
150000,2,2,2,25,7,7,7,7,7,7,5600,5700,0,9200,4500,0,1
30000,2,2,2,27,9,9,7,7,7,9,3384,0,1450,0,500,2417,0
200000,2,2,2,26,9,9,9,10,9,9,1084,1024,11726,2608,344,253,0
50000,2,2,3,29,9,9,9,9,9,9,2128,2477,2409,769,792,659,0
260000,2,3,2,29,8,10,10,10,10,9,18488,17276,6179,9219,0,9012,0
360000,2,3,2,29,10,9,9,9,9,10,5001,6688,16251,394,5307,5389,0
30000,2,2,2,29,7,7,7,9,9,9,3211,0,1275,575,1539,700,1
100000,2,2,3,29,9,9,9,7,7,7,2700,8000,4304,3000,0,3000,1
80000,2,2,3,29,9,9,7,7,9,9,5120,2600,0,2200,2028,3000,0
30000,2,2,3,29,9,9,9,9,9,7,2379,1500,3000,3722,0,1543,0
400000,2,3,2,28,10,10,10,10,10,7,9066,1608,9070,1001,3,2214,0
240000,2,3,2,29,10,7,7,11,11,11,626,626,626,776,783,1252,0
110000,2,2,2,30,7,7,7,7,7,9,4000,5000,8000,0,5000,5000,1
220000,2,3,2,28,9,9,9,10,10,10,2000,1000,1500,5520,0,0,0
200000,2,3,2,28,9,9,9,9,9,9,32000,60000,6305,4300,4500,4500,0
360000,2,2,2,28,9,9,9,9,9,9,9043,8847,10000,10000,80016,15000,0
30000,2,2,2,28,7,7,7,7,7,7,1500,0,2500,1000,1000,900,0
110000,2,3,2,28,9,9,9,9,9,9,3500,3899,3000,1800,3000,2000,0
80000,2,3,2,29,9,9,9,9,9,9,4000,2500,5000,3000,2500,10000,0
50000,2,2,2,35,9,9,9,9,9,9,1550,1700,1300,900,800,800,0
100000,2,3,2,22,8,7,9,9,9,9,0,3400,3400,3000,3500,3200,1
50000,2,2,2,23,9,9,9,9,9,9,1500,1500,1500,1500,1200,1300,0
350000,2,1,2,28,11,11,11,11,11,11,0,0,0,0,0,0,1
80000,2,1,3,28,9,9,9,9,9,9,3000,2470,2228,1516,2000,1556,1
90000,2,3,3,29,9,9,9,9,9,9,2967,2007,1429,1092,412,263,0
120000,2,3,2,27,9,9,9,9,9,9,1471,1506,1520,1138,1180,1345,0
50000,2,3,2,25,9,9,9,9,9,9,1100,1600,2000,0,0,0,0
50000,2,2,2,23,9,9,9,9,9,9,1500,1500,1200,600,500,800,0
90000,2,2,2,24,9,9,9,9,9,7,1500,1529,1113,800,0,2000,0
70000,2,2,2,25,9,9,9,9,9,9,2000,2500,2519,5090,3100,0,0
10000,2,2,3,31,6,7,9,9,9,9,0,1281,1135,448,329,287,0
130000,2,2,2,29,10,10,10,7,9,9,1200,1170,0,0,0,780,0
360000,2,3,2,27,9,9,9,9,9,9,4500,4100,4208,3000,2300,1800,0
80000,2,2,3,35,9,9,7,7,7,6,5660,4688,2900,5200,0,3000,0
70000,2,2,2,27,9,9,9,9,7,9,2500,2464,4600,0,2200,2180,0
30000,2,3,2,22,7,7,9,9,9,10,0,1441,1000,165,438,0,1
80000,2,2,2,24,9,9,9,9,9,9,3000,3500,3000,2503,2596,3000,0
80000,2,2,2,24,11,11,10,10,10,10,804,179,1755,0,1190,0,0
150000,2,3,2,29,9,9,9,9,7,7,2400,1619,2550,800,0,700,0
260000,2,2,2,29,9,9,9,9,9,9,5072,4439,3079,3020,3036,4554,0
20000,2,2,3,29,9,9,9,7,6,6,2000,2200,3000,900,0,500,0
20000,2,2,2,25,9,9,9,9,9,9,1144,1189,1053,268,277,358,1
200000,2,2,2,27,8,7,10,10,10,10,0,9306,9306,9000,9000,9300,0
110000,2,2,3,25,10,5,6,7,6,7,0,0,7000,1500,4200,3500,1
160000,2,3,3,24,10,10,9,9,10,10,8619,1000,4000,2820,4970,2825,0
20000,2,2,3,24,9,9,9,9,9,9,2000,1500,1200,0,0,0,0
110000,2,2,2,26,9,9,9,9,9,9,5000,1317,11380,6508,6540,6671,0
200000,2,3,2,30,10,10,7,7,7,7,15349,10,32000,0,3000,0,1
50000,2,1,2,29,7,9,9,9,9,9,1726,1500,1376,936,1000,1100,1
340000,2,2,2,30,9,9,9,9,10,9,13000,2000,5000,3490,99000,5000,0
220000,2,3,2,30,11,11,11,11,11,11,2402,1503,5233,20828,12490,1601,0
180000,2,2,2,30,9,9,9,9,9,9,6500,7000,6600,4700,5100,4700,0
110000,2,4,2,32,6,7,9,9,9,9,3500,3515,3307,3014,3009,4000,0
50000,2,2,3,32,9,9,9,9,9,9,2150,2100,2097,1289,712,713,0
50000,2,1,2,28,8,6,6,7,7,7,2500,0,0,3200,2000,1700,0
240000,2,2,2,29,9,9,9,9,9,9,5005,3000,1000,18,5000,2500,0
200000,2,3,2,29,11,11,11,11,11,11,0,0,3941,16405,0,2477,0
90000,2,1,3,29,9,9,9,9,9,9,3500,4000,3002,1974,2000,5000,0
20000,2,2,3,29,9,9,9,10,10,10,1030,1000,780,1000,0,0,1
300000,2,3,2,30,11,11,11,11,11,11,0,0,0,0,0,0,1
290000,2,2,2,30,10,10,7,10,10,11,15499,0,3302,0,0,1250,0
20000,2,2,3,30,9,9,9,10,10,11,1225,1015,780,0,0,0,1
200000,2,2,2,31,9,9,9,9,9,9,5000,30000,5809,4002,4500,4100,0
130000,2,3,3,31,9,9,9,9,9,9,6300,4800,5000,4700,5000,5000,0
10000,2,2,2,27,7,9,9,9,9,9,1124,1207,1000,177,181,0,0
210000,2,3,2,28,9,9,9,9,9,9,4000,5000,2000,2540,3000,3000,0
130000,2,2,3,28,9,9,9,9,9,9,4157,4168,5025,3223,4105,4000,0
80000,2,2,3,29,7,7,7,7,9,9,0,4300,0,1000,5000,1000,1
410000,2,3,3,37,9,9,9,9,9,10,5000,15014,5034,10006,1433,371,0
60000,2,2,3,31,9,9,7,7,7,7,4000,0,3700,0,5000,2000,1
30000,2,2,2,31,11,11,11,11,11,11,0,0,0,0,0,0,0
320000,2,2,3,32,9,9,9,9,9,9,5800,9805,5006,3704,12860,13201,0
80000,2,2,3,32,10,10,10,9,9,10,4000,6881,5003,3000,3063,0,0
210000,2,2,3,32,9,9,9,9,10,10,8438,10000,10000,84890,2948,3497,0
60000,2,2,3,32,7,7,7,7,7,7,1700,1500,1000,1000,1000,0,1
310000,2,2,3,29,11,11,11,11,11,11,1062,8805,3087,0,0,3240,0
130000,2,2,2,25,11,10,9,9,9,9,77817,79000,3382,103001,6000,4514,0
60000,2,2,2,26,9,9,9,9,9,9,2400,2050,2011,1200,1400,1200,0
30000,2,2,2,29,9,9,9,9,9,9,1414,1415,1002,200,104,0,0
150000,2,2,2,25,10,10,10,10,9,10,1041,2021,4495,10650,525,0,0
30000,2,2,3,25,7,7,7,7,7,7,0,3600,0,2800,0,1080,1
130000,2,2,2,42,9,9,9,10,10,10,5026,5000,21000,858,2160,200,0
50000,2,2,2,26,8,7,7,7,7,6,2900,700,1000,2970,0,0,0
170000,2,2,2,27,9,9,9,9,9,9,8000,2000,1000,1000,2000,1000,0
30000,2,2,3,32,8,6,7,9,9,7,0,0,1758,2332,0,1400,1
250000,2,1,3,32,10,10,10,10,10,10,860,860,860,440,1280,440,0
110000,2,2,2,32,6,7,9,9,9,9,0,5100,3411,3003,3000,3001,0
160000,2,3,2,29,9,9,10,9,9,9,1450,101505,3600,3700,3800,3500,0
340000,2,3,2,33,9,9,7,9,9,7,8100,0,5000,5000,0,10000,0
100000,2,1,3,36,9,9,9,9,9,9,3830,4100,4510,3186,2886,3020,0
230000,2,2,2,28,9,9,9,9,9,9,2500,2500,3000,2000,4000,2000,0
200000,2,3,3,31,11,11,11,11,11,11,0,0,0,0,0,0,0
30000,2,2,3,30,6,7,7,2,2,2,0,0,0,0,0,0,1
120000,2,2,2,30,9,9,9,9,9,9,5555,5847,5800,4445,4700,4500,0
120000,2,2,2,28,9,9,9,9,9,9,2400,3040,2400,2500,2450,2500,0
50000,2,2,3,31,8,6,7,9,9,9,0,507,1300,1000,700,771,1
20000,2,1,2,31,9,9,9,9,9,9,1028,1032,1000,72,369,0,0
500000,2,2,2,30,9,9,9,9,9,9,25464,43095,7522,9065,8841,12000,0
100000,2,3,2,31,8,11,10,10,9,9,0,2220,1480,740,0,2931,0
50000,2,3,2,38,7,7,7,9,9,9,1400,0,1376,1000,2000,0,1
210000,2,3,2,30,9,9,9,9,9,9,2000,2500,2000,1000,4000,4000,0
50000,2,2,3,30,9,9,9,11,11,11,2400,0,0,0,0,0,0
200000,2,1,3,29,7,7,7,7,9,9,6000,4600,0,4800,13700,500,1
150000,2,2,2,27,10,10,10,10,10,9,3384,1555,2126,60092,3000,3000,0
50000,2,2,3,34,7,9,9,7,7,9,2151,10000,2100,0,2000,1861,1
300000,2,3,2,30,9,9,9,9,9,9,8000,20219,7500,6500,7500,6000,0
120000,2,3,2,31,10,10,10,10,10,9,316,316,316,632,0,316,0
190000,2,2,2,36,9,9,9,9,9,9,8197,8400,6486,6046,6069,5626,0
70000,2,2,3,35,9,9,9,9,9,9,3001,3052,3348,2617,2840,2674,0
50000,2,2,3,39,7,7,7,7,9,9,4725,1400,0,1545,2022,51000,1
50000,2,2,2,38,9,9,9,9,9,7,1655,1675,15000,2610,0,2000,0
80000,2,1,3,38,9,9,9,7,9,9,2925,12265,9,1737,1760,1882,0
30000,2,2,1,35,9,9,9,9,9,9,1440,1750,1390,764,1000,850,1
140000,2,2,3,41,9,9,9,9,9,7,2500,2100,2000,6000,0,2000,0
20000,2,1,3,49,8,7,6,7,9,9,3186,0,0,0,0,0,1
30000,2,2,3,38,9,9,9,11,11,11,1007,0,0,0,0,0,1
260000,2,1,3,44,9,9,9,9,9,9,5100,5300,4303,3600,4000,4000,0
30000,2,3,3,48,9,9,9,7,7,7,2000,4000,0,2400,0,1500,1
50000,2,2,2,41,8,7,9,9,9,9,0,2000,2537,1500,1500,1500,1
50000,2,2,3,35,9,9,9,9,9,9,2000,10000,1500,1000,1000,1500,0
60000,2,1,3,35,8,7,9,9,7,9,0,5000,5000,0,2000,1000,1
50000,2,2,3,48,8,7,9,9,9,9,0,2000,1500,1000,2000,1000,1
80000,2,2,3,38,9,9,9,9,9,9,3133,2132,1650,2000,1503,1505,0
80000,2,2,3,41,9,9,9,9,9,7,3452,4066,3469,4630,0,2500,1
100000,2,1,3,40,9,9,9,9,9,9,2038,1994,1457,1205,1162,1131,0
30000,2,1,3,37,8,7,7,7,9,9,0,3313,108,299,325,0,0
30000,2,2,3,49,9,9,9,9,7,7,1386,1422,2626,0,2351,1033,0
30000,2,1,3,46,9,9,9,9,9,7,1181,1201,1215,1284,490,0,0
50000,2,2,3,31,7,5,6,7,9,9,0,3,17,0,0,0,1
240000,2,2,2,48,9,9,9,9,9,9,9454,10128,8012,6500,7000,7000,1
30000,2,1,3,44,8,11,11,11,11,10,0,0,0,0,379,0,0
240000,2,2,2,35,9,9,9,11,11,11,1005,0,0,0,0,0,0
50000,2,2,2,31,7,7,7,7,7,7,1900,1600,1500,1300,1300,1500,1
70000,2,3,2,23,9,9,9,9,9,9,1145,1188,1500,36000,2000,1668,1
80000,2,1,3,28,9,9,9,9,9,9,2300,2809,2104,1708,1768,1807,0
120000,2,2,2,30,9,9,9,7,7,9,5600,6800,7300,0,4600,3400,0
100000,2,1,3,32,9,9,7,7,7,7,5884,0,2270,1300,3000,1700,0
50000,2,2,3,44,9,9,11,11,11,11,0,0,0,0,0,0,0
320000,2,2,3,39,10,10,10,10,10,9,3336,7210,6091,24641,30000,5645,0
220000,2,3,3,36,9,9,9,9,9,9,7800,9639,7123,7162,7419,7462,0
140000,2,3,2,33,9,9,9,9,9,9,5000,5000,5000,5000,3500,3500,0
140000,2,3,3,37,9,9,9,9,9,9,4849,6703,6120,4015,4042,4057,1
50000,2,2,2,24,11,11,10,7,7,9,0,37111,1307,0,1509,1388,0
60000,2,3,2,25,10,7,10,10,10,10,0,269,269,0,1526,0,1
90000,2,2,2,47,9,9,9,9,9,9,3274,2271,1400,1000,1000,1000,0
20000,2,2,1,44,6,7,7,2,2,2,0,0,0,0,0,0,1
130000,2,2,2,29,9,9,7,9,9,9,19000,0,10000,10000,10000,10000,0
80000,2,2,3,34,8,7,7,7,9,9,3808,2804,30,1108,1108,1133,1
230000,2,2,3,37,9,9,9,9,9,9,4500,4600,4389,4697,4800,4000,0
180000,2,2,3,29,9,9,9,9,9,9,1800,1800,1500,1056,950,1000,0
20000,2,2,2,34,9,10,10,11,11,11,3077,19837,0,15846,2000,0,0
210000,2,2,3,34,9,9,9,9,7,9,1283,20000,6071,0,1107,1114,0
70000,2,2,2,22,7,7,7,7,9,9,3500,3300,0,2000,2000,2000,0
50000,2,3,2,22,9,9,9,9,9,9,2250,1587,1259,765,773,476,0
140000,2,2,3,30,9,9,9,9,9,7,4000,3000,4000,7000,0,4000,0
100000,2,2,3,32,9,9,9,9,9,9,2007,2049,1045,23610,4000,1000,0
80000,2,2,2,37,11,11,11,11,11,11,3946,0,0,0,0,0,0
300000,2,3,3,36,8,11,11,11,10,9,0,0,0,1894,500,4662,0
200000,2,1,2,26,10,10,9,9,10,10,0,15,1000,2000,1191,866,0
100000,2,2,2,29,10,10,10,11,11,11,600,0,0,0,0,0,0
50000,2,2,3,45,9,9,9,9,9,9,1721,2321,1660,3000,1004,1003,0
140000,2,1,3,47,3,4,5,6,7,9,0,0,0,0,3000,2000,0
50000,2,2,3,28,9,9,9,9,9,9,2100,2021,1500,1009,1000,1000,0
500000,2,3,2,28,9,9,9,9,9,9,10042,8048,20141,10000,12000,15000,0
360000,2,2,2,31,11,11,11,11,11,10,2668,3000,7,0,3507,2500,0
240000,2,2,2,34,8,11,11,11,11,11,0,0,0,0,0,0,0
200000,2,3,3,35,10,10,7,10,10,10,734,0,424,424,424,608,0
280000,2,3,3,35,9,9,9,9,9,9,9604,53459,4000,4000,5000,4000,0
330000,2,3,3,36,8,11,11,10,10,10,0,0,469,150,3661,3800,0
100000,2,1,2,32,9,9,9,9,9,9,23591,2116,1400,1165,588,639,0
30000,2,1,3,35,8,7,7,11,10,6,0,0,0,600,0,0,1
130000,2,2,2,37,7,9,9,9,9,9,5940,4700,4433,3100,3300,3200,1
30000,2,2,2,41,8,7,9,9,9,9,0,1600,1500,1000,1720,0,0
50000,2,1,1,43,8,7,7,9,9,9,1400,0,1289,800,1000,1000,1
80000,2,2,3,39,8,10,10,7,7,7,174,2071,150,0,931,0,1
570000,2,3,2,30,9,9,9,10,9,10,50468,33372,74085,290,51107,41791,0
20000,2,2,3,32,8,7,7,7,9,9,0,3200,0,700,700,500,0
90000,2,2,2,35,9,9,9,9,9,9,1500,1509,1400,1000,1100,1000,0
150000,2,1,3,43,9,9,9,7,7,9,6000,10700,1600,0,2800,2500,1
110000,2,2,3,41,9,9,9,9,9,9,6071,5070,3362,1755,2000,2000,0
170000,2,1,3,37,8,7,9,9,9,9,3,2008,5000,2037,2029,2008,0
90000,2,2,2,26,9,9,9,9,9,9,2000,2100,2500,1650,2000,2000,0
110000,2,2,2,26,9,9,9,9,9,9,2000,2000,2000,2000,2000,2500,0
20000,2,2,3,28,10,7,7,11,11,11,0,0,0,0,0,0,0
200000,2,2,3,31,6,7,7,7,7,7,0,0,0,0,0,0,1
50000,2,2,3,34,9,9,9,9,9,9,2000,2200,2270,1204,1300,1238,0
50000,2,1,3,45,9,9,9,9,9,9,1324,1351,1664,797,825,1030,0
30000,2,1,3,46,10,10,10,7,9,9,8848,5869,0,26965,1066,3196,0
50000,2,1,3,46,10,10,10,10,10,10,0,1271,949,110,0,558,1
80000,2,1,3,26,9,9,9,7,7,9,2000,3100,1000,0,1000,2000,0
160000,2,3,2,26,10,9,9,9,9,11,5937,5000,1417,0,0,0,0
10000,2,2,2,40,11,11,11,10,10,10,0,0,30,300,1000,2000,1
20000,2,2,2,26,8,7,7,9,9,9,1293,0,1281,771,640,790,0
70000,2,3,3,34,9,9,9,9,9,9,1668,1750,2023,1600,1850,5800,0
110000,2,1,1,37,7,9,9,9,9,9,2293,2255,2139,2097,2174,2200,0
150000,2,2,3,45,10,10,10,11,11,11,18552,18267,16142,5880,13707,1088,0
500000,2,3,3,39,9,9,9,9,9,9,39432,20000,20000,20000,20000,20000,0
30000,2,2,3,48,7,7,7,7,7,9,1900,0,3000,0,1500,2000,1
160000,2,1,3,46,10,10,10,9,10,10,2343,4856,1000,3995,842,26313,0
300000,2,2,3,36,10,10,11,10,10,10,1443,41071,58995,24713,28948,7210,0
200000,2,1,3,46,10,9,9,9,9,9,5216,8000,20000,15653,3793,10000,0
50000,2,2,2,35,9,10,9,9,9,11,1000,1050,1000,0,1000,0,0
80000,2,2,2,29,9,9,9,9,9,9,2000,2000,2000,1100,1000,1100,0
140000,2,2,2,29,9,9,7,9,9,9,6504,4000,4500,3500,4000,3500,0
60000,2,1,3,32,9,9,9,9,9,9,3000,3490,1794,1311,953,1390,1
50000,2,1,3,47,9,9,7,7,7,7,4881,0,4087,0,1798,0,0
30000,2,2,2,39,9,9,9,9,9,9,1500,1518,1439,1017,1032,1367,0
80000,2,2,3,45,9,9,9,9,9,9,1442,1459,1500,1000,1003,1100,0
50000,2,2,3,43,8,7,9,9,9,9,4,1939,2000,1700,1750,5430,0
90000,2,2,2,39,10,7,10,10,9,9,0,1062,1062,0,0,0,0
120000,2,2,3,46,9,9,9,9,9,9,3458,2519,2158,2151,2368,2197,0
50000,2,2,3,39,6,6,7,9,9,9,0,0,5000,3000,1000,2000,1
80000,2,2,2,31,9,9,7,7,9,9,7000,3000,0,3000,3100,5900,0
160000,2,3,3,31,10,10,10,10,11,11,0,12548,0,0,0,0,0
140000,2,2,2,33,10,10,10,10,10,10,316,13816,316,316,316,316,0
50000,2,2,3,33,9,9,9,9,9,9,2659,2917,4600,1000,5200,0,0
50000,2,2,3,35,9,9,9,9,9,9,5000,3000,2000,500,2000,5000,0
50000,2,1,2,40,9,9,9,9,9,9,15000,10000,5000,1500,800,2000,0
360000,2,2,3,47,10,10,10,10,9,9,3620,7656,56397,0,0,12117,0
120000,2,2,3,38,9,9,9,9,9,7,1667,1967,1650,500,0,1500,0
160000,2,1,3,38,7,7,7,7,9,9,6000,5500,0,3700,3200,3400,1
100000,2,2,3,42,9,9,9,9,9,9,1140,1164,1139,331,350,500,0
110000,2,2,3,46,9,9,9,9,9,7,5604,4661,3560,4915,0,3000,0
300000,2,1,2,30,11,11,11,11,11,11,0,0,0,0,0,0,1
110000,2,2,2,31,9,9,9,9,9,9,4300,4295,3000,2887,3000,3034,0
220000,2,3,3,31,9,9,9,9,9,9,7500,3500,4000,3500,4000,3000,0
100000,2,2,2,31,9,9,9,9,9,9,1746,1792,1828,1855,2121,2100,0
50000,2,2,2,28,7,7,9,9,9,11,14,1505,2000,0,0,0,0
140000,2,2,2,28,8,7,7,7,11,11,2000,0,0,0,0,0,0
50000,2,2,3,43,10,10,10,10,9,9,12724,11022,22264,378,258,5380,0
30000,2,1,3,28,9,9,9,9,9,9,2000,1307,2000,252,249,100,1
170000,2,2,2,30,9,9,9,9,9,9,5000,5000,5000,5000,4400,3000,0
260000,2,2,3,32,11,11,11,11,11,11,0,0,0,1178,1692,810,1
290000,2,2,3,33,11,11,11,11,11,11,1298,2369,1298,1298,1623,1275,1
80000,2,2,2,37,7,9,9,11,11,11,2000,0,0,0,0,0,1
160000,2,2,3,35,7,10,10,10,10,10,776,1172,380,776,1172,380,0
100000,2,3,3,40,7,7,9,9,7,9,0,2924,5226,0,2278,2292,1
40000,2,2,3,37,7,7,7,7,7,9,1500,0,2900,0,1100,2400,1
290000,2,3,2,35,9,9,9,9,9,9,8100,7000,8400,7000,7500,7500,0
160000,2,2,2,42,8,7,7,9,9,9,4462,0,4385,3639,3762,3800,1
140000,2,2,3,36,8,7,6,7,9,9,5200,0,0,3009,1000,94000,0
80000,2,2,2,45,8,10,10,11,11,11,83750,0,0,0,0,0,0
30000,2,2,3,42,8,7,7,7,5,6,1800,0,4200,0,0,0,1
70000,2,2,3,46,7,7,7,7,7,7,1700,1600,1000,1000,1500,0,1
30000,2,2,3,29,10,10,10,10,9,9,1173,1370,880,500,0,1500,1
50000,2,2,3,30,9,9,9,9,11,11,2000,1000,0,0,0,0,1
570000,2,3,2,32,9,9,9,9,9,9,3000,4880,3000,3000,3000,3000,0
200000,2,4,3,33,9,9,9,9,9,9,3112,50000,6760,3486,2476,2500,0
10000,2,2,3,37,10,5,6,7,7,7,0,0,500,400,0,36,0
60000,2,1,3,48,9,9,9,9,9,9,2500,2000,1900,1500,1300,1300,1
220000,2,2,2,46,9,9,9,7,7,9,4000,12000,3100,0,2900,3000,1
60000,2,2,2,42,9,9,9,9,9,9,2350,2532,2510,3250,2900,2630,1
280000,2,2,3,42,7,9,9,9,9,9,5000,10000,5000,5000,5000,5000,1
10000,2,2,2,31,9,9,9,9,9,9,1160,1331,1321,517,528,600,0
200000,2,3,2,31,9,9,9,9,9,9,8500,9200,8000,7000,5000,5000,0
200000,2,2,3,33,9,9,9,9,9,9,2034,3000,2083,10000,0,1286,1
220000,2,2,3,37,9,9,9,9,9,9,3000,3000,3520,3000,106200,5000,0
370000,2,2,3,45,9,9,9,9,9,7,10000,10000,10000,114000,10000,0,0
100000,2,2,3,36,9,9,9,9,9,9,4021,3013,4031,3012,2006,3121,0
290000,2,2,3,45,9,9,9,9,9,9,6000,4000,5500,2500,3000,3000,0
20000,2,1,3,43,8,11,11,11,11,11,0,0,0,0,0,0,1
200000,2,2,2,36,9,9,9,9,9,9,7279,8679,6300,6000,6000,22001,1
110000,2,1,2,33,9,9,9,9,9,9,11000,40000,3526,4515,3000,0,0
80000,2,2,3,41,9,9,9,7,9,9,2130,5804,121,1003,853,1941,0
100000,2,2,3,36,9,9,9,9,9,9,4500,4600,4500,3500,3500,3500,0
50000,2,2,3,39,9,9,9,9,9,9,1825,1593,1458,1186,1198,1114,0
20000,2,2,1,30,8,7,7,7,9,9,0,2921,0,685,708,700,1
