LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULTED
50000,1,3,2,56,0
360000,2,4,2,28,0
440000,2,2,3,40,0
500000,1,3,3,36,0
240000,1,2,2,27,0
100000,1,2,2,31,0
200000,2,3,3,47,0
260000,1,3,3,43,0
70000,2,1,3,53,1
20000,1,1,3,53,1
180000,1,3,2,38,1
80000,2,2,3,44,0
140000,2,3,3,41,1
50000,2,2,3,26,0
120000,1,3,3,36,1
320000,2,3,3,42,0
70000,1,2,3,39,0
120000,2,2,3,42,0
150000,2,2,2,25,0
230000,2,2,3,32,0
30000,2,1,4,46,0
290000,2,2,3,34,0
50000,2,2,3,36,0
360000,1,3,2,34,0
160000,2,1,3,56,0
30000,2,2,2,42,1
60000,1,3,2,27,1
420000,1,2,3,34,1
50000,1,3,3,42,0
360000,2,2,2,34,0
250000,1,1,3,46,0
160000,1,3,2,32,0
50000,1,2,2,30,0
160000,1,3,2,29,0
220000,1,3,2,31,0
70000,2,1,3,43,0
50000,1,1,3,43,0
120000,1,3,2,29,0
50000,1,1,1,55,0
210000,2,2,3,32,0
120000,2,3,2,28,0
260000,2,2,3,40,0
120000,1,2,3,41,0
250000,1,3,2,30,0
30000,1,2,2,33,0
50000,1,2,3,28,0
70000,2,1,2,23,0
200000,2,3,2,59,0
100000,2,2,3,29,0
200000,1,2,3,36,1
280000,2,3,2,29,0
420000,1,3,3,54,0
400000,2,3,2,32,0
180000,2,2,2,27,0
340000,2,3,2,29,0
500000,1,3,2,38,0
420000,2,2,2,37,0
180000,2,3,2,32,0
120000,1,1,3,46,0
50000,2,2,3,49,0
150000,2,2,2,26,0
20000,2,3,2,22,0
150000,1,1,3,27,0
40000,1,2,2,27,1
180000,2,3,3,30,0
120000,2,2,2,43,1
420000,1,3,2,42,0
20000,2,3,2,29,0
120000,2,2,2,24,0
230000,2,2,3,27,0
50000,1,2,1,46,1
50000,2,2,3,36,0
320000,1,3,3,40,0
70000,2,2,2,23,1
280000,2,3,2,27,0
180000,1,3,3,48,0
50000,2,3,2,29,0
340000,2,2,2,25,0
200000,2,2,2,25,0
180000,2,2,2,28,0
50000,2,3,2,25,1
120000,2,2,2,31,0
360000,1,1,3,46,0
240000,1,2,3,50,0
70000,2,2,2,25,1
20000,2,1,1,41,0
190000,1,2,3,32,0
200000,2,2,3,38,0
410000,1,2,3,45,0
110000,1,3,2,27,0
210000,2,2,2,27,0
300000,1,3,3,42,0
390000,2,3,2,29,0
30000,1,2,3,51,1
20000,2,2,2,24,1
70000,2,2,2,23,0
70000,2,3,3,35,0
50000,1,3,2,25,1
30000,1,1,2,51,0
130000,1,3,2,33,0
130000,1,2,3,39,0
20000,1,2,3,38,1
30000,2,2,3,34,0
170000,2,2,2,26,0
120000,1,2,3,31,1
50000,1,3,2,42,0
130000,2,1,3,41,0
110000,2,1,2,32,0
80000,2,3,2,28,0
500000,2,2,2,32,0
180000,2,2,3,46,0
120000,2,1,3,58,1
20000,2,2,3,23,0
370000,1,2,2,30,1
50000,1,2,2,22,0
150000,1,3,3,51,0
80000,1,3,2,29,1
460000,2,3,2,28,0
50000,1,1,3,53,1
80000,2,2,2,25,0
260000,2,3,3,35,0
320000,1,3,2,32,0
50000,2,2,2,46,0
360000,2,3,3,55,0
50000,2,2,2,50,0
150000,1,2,3,30,0
70000,2,2,3,32,0
150000,2,3,2,27,0
50000,1,2,2,42,0
90000,2,2,2,23,0
100000,1,2,3,30,1
440000,2,3,2,34,0
250000,1,3,2,35,0
10000,2,1,3,55,1
80000,2,2,3,37,0
220000,2,3,3,54,0
40000,1,3,2,25,1
150000,1,2,2,28,0
20000,1,2,2,35,1
240000,2,2,3,41,1
200000,1,3,2,29,0
50000,2,3,2,23,0
180000,2,2,3,41,0
50000,1,2,3,25,1
20000,1,3,2,31,0
210000,2,3,3,39,0
500000,1,3,3,43,0
240000,2,3,2,30,1
30000,1,2,3,36,0
190000,1,3,3,42,0
10000,1,2,2,45,0
360000,1,2,2,34,0
80000,2,2,3,39,0
60000,1,2,3,40,1
100000,2,1,3,45,0
100000,2,3,2,28,0
10000,1,1,3,46,0
180000,1,2,2,24,0
280000,2,2,3,39,1
50000,2,2,2,37,0
380000,1,3,3,55,0
50000,2,2,3,42,0
150000,1,3,2,35,0
210000,2,3,2,35,0
30000,1,3,2,36,1
70000,2,1,2,43,1
80000,1,2,2,28,1
50000,2,2,3,44,0
480000,2,2,3,35,0
500000,2,2,3,38,0
170000,2,3,2,26,0
330000,2,3,2,29,0
30000,1,2,3,37,0
120000,2,2,3,36,0
80000,2,3,2,25,0
160000,1,2,3,31,0
110000,1,2,3,30,1
20000,2,2,3,36,1
140000,1,3,3,49,1
50000,1,3,2,30,0
20000,2,2,2,22,1
200000,2,2,2,29,1
320000,2,2,3,50,0
400000,2,1,3,42,0
250000,2,2,2,35,0
550000,2,3,2,34,1
300000,1,3,3,38,0
50000,2,2,3,34,0
160000,2,3,3,34,0
80000,1,3,2,25,0
280000,1,1,2,38,0
500000,2,1,2,35,1
340000,2,2,3,39,0
160000,2,2,3,42,0
120000,2,3,2,26,0
150000,1,3,2,28,0
110000,1,3,2,34,0
120000,2,2,2,28,1
110000,2,3,2,36,0
320000,2,2,3,36,0
50000,1,1,3,42,0
50000,2,2,3,38,0
90000,2,2,2,23,0
270000,2,3,3,40,0
50000,2,2,3,25,0
50000,1,2,3,47,0
360000,2,2,3,28,0
120000,2,2,3,26,0
290000,2,1,2,37,0
200000,1,1,3,36,0
110000,2,2,2,25,1
50000,1,2,2,39,0
150000,1,3,3,42,0
280000,2,3,2,32,0
310000,2,3,2,29,0
450000,1,2,2,32,0
40000,2,2,2,23,1
50000,2,2,2,38,0
290000,1,2,2,35,0
60000,1,1,3,39,0
20000,1,1,3,47,1
80000,2,2,3,27,0
100000,1,2,3,36,0
50000,1,3,3,37,1
250000,2,2,3,36,0
210000,2,3,2,34,1
280000,2,3,2,35,0
110000,2,2,2,35,0
60000,1,2,2,36,0
200000,1,3,3,40,0
30000,1,2,2,35,0
80000,1,3,2,26,0
50000,1,2,2,39,0
160000,2,3,3,39,0
130000,2,2,2,26,1
230000,2,2,2,35,0
260000,2,2,3,35,0
200000,1,2,3,54,0
420000,1,3,3,32,1
100000,2,3,2,22,1
100000,2,3,2,25,0
390000,1,3,2,34,0
80000,2,2,2,28,0
50000,1,1,3,45,0
90000,2,1,2,38,1
240000,2,2,3,56,0
50000,2,1,3,47,0
30000,2,2,2,21,0
200000,2,2,3,39,0
320000,2,1,2,40,1
90000,1,2,2,35,0
20000,2,1,3,23,1
80000,2,3,2,23,0
380000,2,2,3,36,0
300000,2,3,2,37,0
110000,1,2,2,51,0
100000,2,2,3,29,0
250000,2,3,3,39,0
250000,1,3,2,33,0
220000,1,3,2,30,0
20000,2,3,2,27,1
240000,2,4,3,34,0
210000,1,3,3,40,0
200000,2,2,2,26,0
120000,2,2,2,25,1
140000,1,1,2,26,0
30000,1,3,2,24,0
50000,2,1,3,52,0
240000,2,3,2,28,0
200000,2,2,3,46,0
490000,1,3,3,57,0
60000,2,3,2,36,1
300000,1,2,3,37,0
310000,2,3,2,36,0
360000,1,2,3,43,0
60000,2,2,2,23,1
120000,2,3,2,27,0
210000,1,2,2,26,0
50000,1,2,3,38,0
510000,2,4,3,34,0
10000,2,3,2,24,0
250000,2,3,2,36,0
210000,2,3,2,26,0
160000,1,4,2,46,0
80000,2,2,2,24,0
230000,1,3,2,28,0
30000,2,2,3,53,1
50000,2,2,3,29,1
190000,2,3,2,28,1
130000,2,2,3,46,0
140000,2,1,3,46,0
110000,1,2,2,29,0
20000,1,2,2,21,0
250000,2,3,3,32,0
360000,2,2,3,35,1
30000,2,3,2,21,0
50000,1,1,2,54,0
100000,2,2,3,29,0
150000,2,4,2,33,0
150000,2,3,2,30,0
200000,2,3,3,41,0
20000,1,3,2,40,0
310000,2,2,3,37,0
100000,2,3,2,26,0
50000,2,2,2,32,1
130000,2,2,2,24,0
100000,2,1,1,47,0
280000,1,3,2,28,0
200000,1,3,3,37,0
90000,1,3,3,34,1
150000,2,2,3,41,0
20000,2,2,2,42,1
360000,2,3,2,30,0
40000,2,2,3,28,1
240000,2,2,3,55,0
500000,2,3,3,36,0
20000,2,2,2,39,1
140000,1,2,2,44,1
100000,1,2,2,27,0
120000,2,3,2,32,0
100000,2,2,3,44,0
140000,2,2,2,33,0
210000,2,3,2,27,0
500000,2,3,2,35,1
110000,2,3,2,27,0
340000,2,3,2,30,0
330000,2,3,2,27,1
50000,2,2,2,34,0
10000,2,3,3,39,1
70000,1,1,3,42,0
450000,2,2,3,37,1
30000,2,2,3,33,0
150000,2,2,2,32,0
230000,2,2,3,37,1
30000,2,1,3,47,1
30000,1,3,2,30,0
20000,1,1,2,45,1
70000,2,1,1,51,0
50000,2,2,3,45,0
360000,2,3,3,46,0
400000,2,3,2,29,0
130000,2,1,3,36,0
130000,1,3,2,27,0
340000,2,3,3,40,0
270000,2,2,3,40,1
60000,2,2,2,38,1
130000,2,2,2,31,0
10000,1,1,2,22,0
160000,2,3,2,33,1
270000,2,3,3,33,0
80000,1,2,3,30,1
340000,2,3,3,39,0
360000,1,3,3,52,0
240000,1,3,2,43,0
50000,2,2,2,26,0
50000,1,1,3,23,0
180000,2,2,3,28,0
370000,2,3,3,31,0
60000,1,2,2,27,1
50000,1,2,2,25,0
50000,1,1,3,52,0
130000,2,3,2,29,0
500000,2,3,3,49,0
300000,1,3,2,27,0
120000,2,2,2,25,0
110000,2,2,3,25,0
220000,1,1,2,30,0
140000,2,2,2,26,0
30000,2,2,2,24,0
200000,2,2,2,35,0
350000,2,3,3,33,0
150000,1,2,2,42,0
20000,1,2,2,24,1
200000,2,3,3,56,0
20000,1,2,2,24,0
320000,1,3,3,35,0
100000,2,3,2,29,0
280000,2,3,2,28,1
50000,1,3,3,47,0
20000,1,3,2,23,0
160000,2,3,2,33,0
60000,1,1,2,23,0
150000,1,1,3,49,0
460000,1,3,2,34,0
500000,1,1,2,51,0
320000,1,2,3,34,0
200000,2,3,2,29,1
430000,2,2,3,28,0
150000,1,2,3,58,0
100000,2,2,2,28,0
30000,1,3,2,30,0
260000,2,1,3,31,0
40000,2,3,2,24,1
290000,1,2,2,34,1
140000,1,3,2,27,0
60000,2,2,2,22,1
210000,1,3,2,41,0
170000,2,3,2,28,0
370000,2,1,3,37,1
30000,1,3,2,23,0
360000,2,3,3,32,0
290000,1,2,2,43,0
50000,2,1,3,36,0
210000,2,1,3,27,0
170000,1,1,3,31,0
360000,1,3,3,40,0
90000,2,3,2,25,0
210000,1,1,3,44,1
160000,2,2,3,50,0
30000,2,2,2,22,0
80000,1,2,2,23,0
250000,2,2,3,36,0
60000,2,3,2,27,0
130000,1,3,2,30,0
180000,1,3,2,30,0
200000,1,3,2,27,0
210000,1,3,3,28,0
240000,2,3,2,30,0
460000,2,2,2,46,0
400000,2,3,3,38,0
20000,1,1,2,25,0
60000,2,2,3,37,0
110000,2,2,2,34,0
80000,2,1,2,26,1
50000,1,3,2,30,0
360000,2,3,2,28,0
70000,1,2,3,24,0
20000,2,2,2,22,0
200000,2,1,3,50,0
90000,2,1,3,46,0
30000,1,3,3,36,0
260000,2,3,3,44,1
50000,2,2,3,34,1
30000,2,2,3,25,0
20000,2,1,3,33,0
30000,1,2,3,33,1
290000,2,3,1,29,1
50000,1,3,2,26,1
60000,2,3,2,31,0
200000,1,3,2,34,1
50000,1,1,3,48,0
190000,2,3,2,29,0
70000,2,2,3,38,0
300000,1,3,2,31,0
400000,1,3,2,27,0
200000,2,3,3,46,1
560000,1,2,3,43,0
150000,2,2,3,37,0
300000,2,3,3,36,0
80000,2,2,3,24,0
150000,2,3,3,52,1
20000,2,2,3,29,0
50000,2,2,3,27,0
150000,2,2,2,23,0
140000,2,3,3,34,0
500000,2,3,3,52,0
90000,2,2,2,29,0
30000,1,2,2,28,1
50000,2,1,2,50,1
280000,2,2,2,32,0
390000,1,3,2,26,1
100000,2,2,2,27,1
200000,1,3,2,33,1
230000,2,2,2,41,0
20000,2,2,3,48,0
180000,1,3,2,40,0
10000,1,2,2,23,0
327680,1,1,2,42,1
100000,2,2,3,42,1
80000,2,2,3,41,0
250000,2,3,3,37,0
440000,2,3,2,34,0
140000,2,3,2,24,0
20000,2,2,2,50,0
50000,2,2,3,29,0
30000,2,2,3,29,0
210000,2,2,3,34,0
20000,1,2,2,28,0
150000,2,1,3,24,1
50000,1,3,2,23,0
210000,2,2,3,47,0
250000,2,1,3,49,1
130000,1,3,2,37,0
290000,1,3,3,38,1
150000,2,2,2,29,0
80000,2,1,2,28,0
50000,1,2,3,39,0
240000,1,2,3,49,0
90000,1,2,2,27,0
220000,1,3,2,38,0
170000,1,2,2,33,0
70000,1,3,2,26,0
160000,1,3,2,53,1
250000,2,3,2,29,0
70000,1,3,3,42,1
90000,2,2,2,27,1
50000,2,2,3,23,0
150000,2,3,2,30,1
20000,2,2,3,21,1
20000,2,3,2,23,0
50000,2,4,3,29,0
200000,1,3,3,31,0
200000,2,1,2,25,0
120000,2,2,2,52,0
270000,2,1,3,37,1
300000,2,3,2,31,0
400000,1,2,2,29,1
120000,1,1,3,24,0
130000,1,2,2,25,0
150000,1,2,3,30,0
200000,2,3,2,40,1
130000,1,2,3,49,0
120000,2,3,2,27,0
230000,2,2,2,32,0
50000,1,3,2,26,0
10000,2,1,3,49,1
360000,1,3,2,28,0
140000,2,3,2,24,0
50000,2,2,2,25,1
120000,2,2,3,44,0
500000,1,3,3,56,0
500000,1,3,2,33,0
10000,1,2,2,25,0
160000,2,1,3,39,0
60000,2,2,2,31,0
60000,2,2,3,40,0
160000,2,2,2,40,0
500000,2,3,2,40,0
360000,2,3,3,41,0
10000,1,2,2,27,1
30000,2,1,3,44,1
60000,2,2,2,26,0
80000,2,2,3,44,0
410000,1,2,3,37,0
70000,2,2,3,27,1
60000,2,1,2,47,1
80000,1,2,3,41,0
30000,1,1,2,38,0
110000,2,1,3,49,0
150000,2,2,3,30,1
30000,2,2,3,38,0
150000,1,1,3,38,0
50000,1,1,3,55,0
40000,1,2,1,41,0
70000,2,2,2,23,0
100000,1,3,3,46,1
10000,2,1,2,22,0
60000,1,1,2,29,0
100000,1,3,2,27,1
50000,2,2,2,29,0
10000,1,2,3,30,1
50000,2,3,3,54,1
10000,2,1,2,36,0
80000,1,2,2,36,0
50000,1,2,2,47,0
470000,1,3,2,27,0
530000,2,2,2,39,0
200000,2,3,3,34,1
20000,1,3,2,23,0
80000,2,1,2,24,0
150000,2,2,2,38,0
30000,2,2,3,41,1
170000,2,4,3,37,0
230000,2,1,3,30,0
170000,2,2,3,37,1
290000,1,1,3,47,0
170000,2,2,2,27,0
200000,2,3,2,26,0
80000,1,1,3,55,0
340000,2,2,2,32,1
110000,2,3,2,28,0
10000,1,2,2,36,0
80000,2,2,2,27,0
60000,2,2,1,28,0
340000,2,2,2,27,0
20000,1,3,3,54,0
500000,1,2,3,49,0
250000,2,3,3,53,0
50000,2,2,2,24,0
100000,1,3,1,48,1
280000,1,3,2,31,1
500000,1,3,3,41,0
20000,1,2,2,24,0
140000,2,2,2,24,0
250000,2,2,2,30,0
50000,1,3,2,27,0
70000,2,2,3,33,1
230000,2,2,3,27,0
500000,1,1,2,31,0
280000,2,3,3,40,0
160000,2,2,3,40,0
50000,2,2,3,32,0
500000,2,3,3,38,0
290000,2,2,2,24,0
100000,1,1,2,29,0
480000,1,3,3,61,0
110000,2,1,2,33,0
350000,2,3,2,24,1
70000,1,2,1,34,0
290000,1,2,3,38,0
210000,2,2,2,34,0
240000,1,3,3,38,0
260000,2,2,3,49,0
80000,1,2,2,27,0
50000,1,2,3,38,0
10000,1,1,2,28,1
50000,2,4,3,45,0
200000,2,2,3,39,0
400000,2,2,3,39,0
210000,2,3,3,37,1
500000,1,3,2,42,1
60000,1,1,3,55,0
150000,2,2,2,25,0
60000,2,3,2,26,0
450000,1,4,3,35,0
430000,2,2,3,42,1
50000,2,2,2,30,0
80000,2,2,2,23,0
200000,1,1,3,36,1
60000,2,2,2,25,0
50000,1,2,3,48,0
150000,2,3,3,35,0
200000,2,3,2,26,0
80000,1,2,3,29,1
30000,2,2,1,41,0
200000,2,2,2,33,0
170000,2,3,2,30,0
130000,1,2,3,52,0
180000,2,2,2,28,0
160000,1,3,2,27,0
20000,2,1,2,29,0
250000,1,3,2,42,0
150000,1,3,2,28,0
180000,1,3,3,35,0
120000,1,3,2,27,0
430000,2,3,3,42,0
200000,1,3,3,38,0
20000,2,1,2,38,0
370000,2,3,3,42,0
30000,2,1,2,25,0
180000,2,3,2,25,0
360000,1,3,3,48,0
260000,2,3,2,33,0
200000,2,3,2,25,0
50000,2,2,3,39,0
50000,2,2,2,22,1
270000,1,3,2,33,0
10000,2,2,2,22,1
390000,1,3,3,38,0
350000,2,3,3,50,0
350000,1,3,3,40,0
300000,1,2,2,33,0
50000,1,2,2,38,0
250000,2,3,3,35,0
360000,1,3,2,33,0
180000,2,3,3,42,0
150000,1,4,3,41,0
250000,2,2,3,35,0
200000,1,1,2,29,0
260000,2,3,3,46,1
150000,2,3,2,52,1
400000,2,3,2,36,0
20000,1,2,3,32,0
90000,2,1,2,25,0
200000,1,1,3,34,0
70000,2,3,2,27,0
80000,1,2,3,49,0
240000,1,3,2,43,0
200000,2,3,2,28,0
270000,2,3,2,29,0
210000,2,3,3,32,0
140000,1,2,2,24,1
120000,1,1,3,36,0
130000,2,3,3,36,1
70000,2,1,4,34,0
80000,1,2,2,24,0
170000,1,3,3,38,1
300000,2,3,2,33,0
380000,1,3,3,37,0
110000,2,3,2,26,0
80000,2,3,2,24,0
20000,1,2,2,30,0
200000,1,3,2,28,0
360000,1,1,3,62,0
170000,2,2,2,50,0
500000,2,3,3,46,0
50000,2,2,2,24,0
50000,1,1,3,52,0
80000,2,1,3,26,0
50000,1,3,2,31,0
30000,2,2,2,23,1
30000,1,2,3,41,0
20000,1,1,2,23,1
500000,1,3,2,29,0
170000,2,1,3,42,0
20000,2,3,2,23,0
90000,1,1,2,50,0
230000,1,3,3,35,1
210000,2,2,2,35,0
20000,1,2,2,23,0
60000,2,2,3,48,0
300000,2,2,3,29,0
50000,1,3,2,30,0
50000,1,2,2,35,1
500000,1,3,3,61,0
490000,1,3,2,30,0
110000,2,1,3,29,0
360000,2,2,3,27,1
80000,2,2,3,42,0
180000,2,3,2,27,1
180000,2,3,2,27,0
70000,2,2,2,22,0
140000,1,2,2,26,0
340000,2,3,2,30,0
70000,2,2,2,36,1
300000,1,3,2,34,1
20000,2,2,2,23,1
170000,2,2,3,42,0
280000,2,3,3,44,0
90000,2,1,2,50,0
160000,2,2,2,27,1
300000,2,3,2,46,1
60000,1,3,3,38,1
210000,1,3,3,46,0
130000,2,2,3,29,0
160000,2,3,2,35,0
20000,2,3,2,37,1
240000,2,2,3,40,0
340000,2,3,3,38,0
150000,1,3,3,42,0
180000,1,3,3,46,0
300000,2,3,2,26,0
180000,1,2,3,44,0
50000,2,2,2,22,0
50000,2,1,3,55,0
340000,1,3,3,37,0
190000,1,3,2,31,1
180000,2,3,3,43,0
20000,1,1,2,28,1
450000,1,2,2,29,0
100000,2,3,2,30,0
80000,1,2,2,26,0
10000,1,1,2,36,1
20000,2,2,2,22,0
260000,2,2,3,53,1
150000,1,1,3,52,1
500000,2,3,2,34,0
110000,2,3,3,46,0
160000,1,2,3,32,0
200000,2,2,2,36,0
190000,2,3,3,45,0
180000,2,3,2,28,1
50000,2,3,2,25,1
100000,1,1,3,54,0
130000,2,2,2,29,1
120000,1,2,3,58,0
340000,2,1,2,37,0
20000,1,2,2,22,0
30000,1,2,3,34,1
250000,1,2,3,44,0
70000,2,2,2,25,0
50000,2,2,1,47,0
280000,1,3,3,60,0
500000,2,2,3,46,0
140000,2,2,3,50,0
200000,2,2,2,31,0
50000,1,2,3,36,1
320000,1,3,3,58,0
50000,2,1,3,59,0
30000,1,2,1,49,0
100000,2,3,2,25,0
340000,1,2,2,44,1
350000,2,2,3,38,0
20000,1,2,2,24,1
110000,1,3,2,26,0
290000,2,2,2,29,0
40000,1,2,2,26,1
120000,1,4,3,39,1
190000,1,3,3,55,0
150000,2,2,2,23,0
300000,2,3,2,42,0
240000,2,2,3,32,0
60000,2,2,3,33,1
150000,1,2,2,29,0
80000,2,1,2,47,0
160000,2,2,3,43,0
200000,1,3,3,30,0
90000,1,2,3,42,0
360000,1,2,3,38,0
350000,2,2,3,38,0
30000,2,1,3,51,0
40000,1,1,2,23,0
160000,1,2,2,24,0
200000,1,2,2,40,0
330000,1,3,2,33,0
500000,1,3,3,47,0
500000,2,2,3,28,0
460000,2,3,3,54,0
120000,2,3,2,27,0
130000,2,2,3,45,0
20000,1,3,2,22,0
170000,1,3,3,41,0
50000,2,3,3,29,0
50000,1,2,3,36,1
50000,1,1,3,43,0
220000,2,3,2,36,0
260000,2,1,2,38,0
500000,2,3,3,54,0
20000,2,2,2,25,0
20000,1,1,2,40,1
80000,1,2,2,25,0
500000,1,2,3,35,0
160000,1,3,2,27,1
200000,1,2,2,27,0
50000,2,3,3,34,0
20000,1,2,2,25,1
170000,2,2,3,38,0
10000,1,3,2,23,1
20000,2,1,2,28,1
150000,2,2,2,29,0
470000,2,3,3,47,0
200000,2,3,3,32,0
130000,2,3,2,27,0
70000,2,1,2,40,0
270000,2,2,3,34,0
150000,1,1,2,27,1
240000,2,3,3,41,0
100000,2,2,3,60,0
200000,1,3,3,40,1
220000,1,3,2,33,0
70000,1,1,3,69,1
260000,1,2,2,44,0
180000,2,3,2,29,0
210000,2,1,2,35,0
130000,2,2,3,36,0
320000,2,2,3,39,0
30000,2,2,2,27,1
50000,2,2,2,25,0
380000,2,2,2,27,0
20000,2,2,2,22,1
50000,1,2,2,31,0
140000,2,3,2,28,0
150000,2,1,3,46,1
370000,1,3,2,36,1
100000,2,3,3,41,0
100000,1,1,2,27,0
50000,1,2,3,29,1
400000,2,3,2,33,0
250000,2,3,3,43,0
150000,2,1,3,45,0
120000,1,1,2,37,1
260000,2,3,2,31,0
90000,2,2,2,23,0
130000,1,3,3,39,0
50000,2,2,2,29,1
120000,2,2,3,29,1
140000,1,1,2,33,0
170000,2,3,2,34,0
330000,2,1,2,31,0
210000,1,2,3,33,1
300000,1,3,3,39,1
130000,2,2,3,39,0
360000,2,3,2,29,0
150000,1,2,2,26,0
90000,2,2,2,33,1
260000,2,3,3,61,0
30000,2,1,3,21,1
80000,2,2,3,45,0
500000,2,3,3,33,0
20000,2,2,3,33,0
60000,1,1,2,36,0
210000,1,2,2,37,0
50000,1,3,2,24,1
350000,1,2,2,32,0
200000,1,2,2,37,0
280000,2,3,2,28,0
230000,1,3,3,41,0
200000,2,3,3,35,1
220000,2,3,3,32,0
160000,2,2,2,30,0
200000,2,2,2,29,0
60000,2,2,3,45,0
60000,2,1,3,33,0
380000,1,3,3,36,0
240000,1,3,3,38,0
70000,2,2,2,30,0
180000,2,1,3,33,0
150000,2,2,2,42,0
140000,1,3,2,34,1
200000,1,2,2,25,1
130000,2,3,2,24,1
180000,2,2,3,30,0
50000,2,2,2,30,0
80000,2,2,2,24,0
40000,2,2,3,23,0
210000,2,3,3,36,0
150000,2,3,2,29,0
280000,2,3,2,62,1
100000,1,2,2,28,0
100000,1,2,3,33,1
50000,1,1,2,23,1
150000,2,1,3,25,0
20000,1,3,2,40,0
270000,2,3,3,50,0
20000,2,2,3,28,1
50000,2,3,2,28,1
250000,1,2,3,53,0
80000,2,3,2,33,0
400000,1,2,3,40,1
50000,1,3,2,35,0
50000,2,2,3,53,0
50000,2,3,3,34,0
280000,2,2,3,44,0
240000,2,3,2,29,1
30000,2,2,3,27,1
250000,1,3,2,29,0
150000,2,3,1,55,0
60000,2,2,2,23,0
50000,1,2,3,35,0
160000,1,2,3,33,0
100000,1,2,3,44,0
70000,1,3,2,31,0
200000,2,2,2,35,0
500000,2,3,2,51,0
180000,2,3,2,28,0
30000,1,3,2,31,0
360000,1,3,3,51,0
150000,1,3,2,36,0
80000,1,2,2,26,1
150000,2,3,2,25,0
230000,1,2,3,50,0
100000,2,2,2,36,0
60000,2,1,3,36,1
50000,1,3,2,23,0
20000,1,2,2,22,1
290000,2,3,2,30,0
110000,1,3,2,29,0
50000,2,2,2,22,0
230000,2,2,3,43,1
50000,1,2,2,30,1
150000,2,2,2,26,0
20000,1,2,3,40,1
90000,2,1,3,45,1
60000,2,3,2,26,0
80000,1,3,2,26,0
280000,1,2,3,25,0
230000,2,3,3,36,0
100000,2,1,2,58,0
80000,2,3,2,24,0
60000,2,2,3,41,0
70000,1,2,3,35,0
110000,2,2,3,49,0
60000,1,2,2,26,0
110000,1,2,2,26,0
120000,1,1,3,54,0
280000,2,2,2,43,0
50000,2,2,2,23,0
20000,2,3,2,22,0
240000,2,3,2,30,0
50000,1,2,2,22,0
200000,2,2,2,27,0
320000,1,2,2,28,0
20000,1,2,3,56,1
50000,1,2,2,44,1
180000,1,2,3,41,1
80000,1,3,3,28,0
240000,2,2,3,48,1
260000,2,2,2,28,0
80000,2,3,3,40,0
80000,1,2,3,40,1
100000,1,2,3,47,0
20000,1,2,3,64,1
130000,2,2,2,31,0
120000,2,2,3,28,0
90000,2,2,3,35,0
180000,2,2,2,25,0
80000,2,3,2,32,0
130000,1,2,3,45,1
230000,2,3,2,26,0
130000,2,3,2,26,1
190000,1,2,2,33,0
210000,2,3,2,31,0
20000,2,1,3,52,0
20000,1,3,2,23,0
280000,2,2,2,30,0
500000,2,3,3,47,0
230000,1,3,3,39,1
130000,1,2,3,31,1
660000,1,3,2,40,0
350000,2,1,3,50,0
40000,1,1,2,24,1
50000,2,1,3,33,1
20000,1,2,3,43,1
80000,2,2,3,35,0
50000,2,2,2,23,0
290000,1,2,3,40,0
80000,2,3,2,27,0
230000,1,1,2,29,0
30000,2,2,3,29,0
200000,2,3,2,29,0
50000,2,2,2,26,1
50000,1,2,3,57,0
200000,2,3,3,48,0
20000,1,2,2,23,0
50000,2,1,2,48,0
90000,1,3,2,31,1
30000,2,2,2,23,0
80000,2,2,2,30,0
20000,1,2,2,31,0
50000,2,3,2,30,0
100000,1,3,2,33,0
210000,2,3,2,28,0
500000,2,3,3,38,0
30000,1,2,2,25,1
160000,2,2,3,41,1
180000,2,3,2,28,0
490000,2,3,3,37,0
50000,1,3,2,29,0
130000,1,3,2,27,0
50000,2,2,2,34,1
200000,2,3,3,58,0
50000,2,3,2,27,1
180000,2,3,2,33,0
500000,2,3,2,39,1
210000,2,2,3,46,1
20000,1,3,2,35,1
190000,2,2,1,29,0
140000,1,1,2,29,0
20000,1,1,2,51,1
420000,2,3,2,29,0
180000,2,3,2,29,0
290000,1,2,2,28,0
190000,2,3,2,40,0
360000,1,3,3,39,0
20000,1,2,3,53,1
260000,2,2,3,32,0
20000,1,1,3,55,0
50000,1,1,3,52,0
250000,1,3,3,55,0
30000,2,2,3,26,0
460000,1,2,2,30,0
80000,1,2,2,26,0
60000,2,2,3,35,0
80000,2,2,2,26,0
90000,2,2,3,28,1
50000,2,2,2,34,0
50000,1,1,2,50,0
360000,2,3,3,41,1
360000,2,3,3,49,0
230000,2,3,2,29,0
240000,2,2,3,39,0
110000,2,2,3,27,0
210000,2,2,3,28,1
300000,2,3,2,28,0
200000,1,1,3,65,0
220000,1,2,2,29,0
90000,2,1,3,45,0
210000,2,2,3,44,0
500000,1,3,2,31,0
160000,2,3,2,33,0
140000,2,3,3,47,0
120000,2,3,3,42,0
80000,1,2,2,46,0
240000,2,2,3,38,0
170000,2,3,2,30,0
30000,1,2,2,38,0
260000,2,3,3,31,0
400000,1,3,3,34,0
500000,2,2,3,31,0
100000,2,3,2,32,1
240000,1,3,3,39,0
10000,1,1,3,53,0
80000,2,2,3,36,0
