LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_BILL,AUGUST_BILL,JULY_BILL,JUNE_BILL,MAY_BILL,APRIL_BILL,DEFAULTED
180000,2,3,3,42,8,11,11,11,11,11,0,0,0,0,0,1031,0
150000,1,4,3,41,9,9,9,9,9,9,78354,69250,69790,71535,73131,72502,0
250000,2,2,3,35,8,7,7,7,7,7,196192,191745,205681,200988,217830,223254,0
200000,1,1,2,29,9,9,10,10,10,10,41151,21132,482,482,462,446,0
260000,2,3,3,46,10,10,10,10,10,10,451,268,604,664,734,1076,1
150000,2,3,2,52,9,9,9,9,9,9,135450,137647,141046,143490,146060,149861,1
400000,2,3,2,36,10,10,9,10,10,10,39601,21357,30689,2514,4215,827,0
20000,1,2,3,32,9,9,9,9,9,9,14662,10305,11127,12928,13721,14492,0
90000,2,1,2,25,9,9,9,9,7,9,43519,44677,45868,47535,40920,38622,0
200000,1,1,3,34,9,9,9,9,10,7,73494,82253,179964,-36,5654,804,0
70000,2,3,2,27,8,7,7,7,7,7,61401,62712,63586,64440,65761,67128,0
80000,1,2,3,49,9,9,9,9,10,10,5885,7001,8632,10316,316,2523,0
240000,1,3,2,43,9,9,9,9,9,11,73462,82677,76248,79684,58231,7100,0
200000,2,3,2,28,10,10,10,9,10,9,339,5322,7756,4792,3107,17423,0
270000,2,3,2,29,9,9,9,9,9,9,125120,102046,91426,93262,96104,98374,0
210000,2,3,3,32,8,11,11,11,11,11,0,0,0,0,0,0,0
140000,1,2,2,24,10,10,10,10,10,9,16343,1462,4326,6380,48866,23797,1
120000,1,1,3,36,10,9,9,9,9,9,31218,32319,32687,32972,33559,34604,0
130000,2,3,3,36,7,7,7,7,9,9,65767,74474,78652,76790,78400,79996,1
70000,2,1,4,34,8,7,7,7,7,7,16354,17295,16720,18438,18004,19546,0
80000,1,2,2,24,9,9,9,9,9,9,35926,32813,22638,18805,6058,0,0
170000,1,3,3,38,8,11,11,11,11,11,0,0,0,0,0,0,1
300000,2,3,2,33,11,11,11,11,11,11,920,1592,0,0,0,0,0
380000,1,3,3,37,10,10,10,10,10,10,15019,4162,2107,0,1630,0,0
110000,2,3,2,26,9,9,9,9,9,9,58716,50943,46942,47935,49083,49603,0
80000,2,3,2,24,9,9,9,11,11,11,30985,44300,0,0,0,0,0
20000,1,2,2,30,9,9,9,9,9,11,28674,15491,16299,16428,0,0,0
200000,1,3,2,28,11,11,11,11,11,11,972,-1,-1,299,299,293,0
360000,1,1,3,62,9,9,9,9,9,7,234825,242378,235716,171573,95455,91687,0
170000,2,2,2,50,10,10,10,10,10,10,10072,2417,199,1628,0,4968,0
500000,2,3,3,46,11,11,10,9,9,10,28412,72222,248807,179086,160121,52190,0
50000,2,2,2,24,9,9,9,9,9,9,16090,50912,34027,9568,9913,10132,0
50000,1,1,3,52,7,7,7,5,6,6,37530,38630,41774,40806,41357,41380,0
80000,2,1,3,26,9,9,9,9,9,9,46802,33357,32883,29425,30117,30492,0
50000,1,3,2,31,9,9,9,9,9,9,50758,49517,49528,44768,40295,33088,0
30000,2,2,2,23,9,9,9,9,9,9,28420,27929,28920,27997,28378,29321,1
30000,1,2,3,41,9,9,9,9,9,9,5413,13938,8448,8620,8000,0,0
20000,1,1,2,23,8,7,9,9,9,6,14034,13524,14983,16197,18932,18271,1
500000,1,3,2,29,9,9,9,9,9,9,499452,455071,359940,345238,274743,250930,0
170000,2,1,3,42,10,10,10,10,10,10,552,552,552,552,552,0,0
20000,2,3,2,23,8,10,9,9,10,10,0,342,1342,1372,2037,1068,0
90000,1,1,2,50,9,9,9,9,9,9,76495,71616,60177,54440,45788,41874,0
230000,1,3,3,35,10,10,11,11,11,11,3454,0,0,0,0,0,1
210000,2,2,2,35,9,9,9,9,9,9,209802,208421,190737,142271,137171,130687,0
20000,1,2,2,23,9,9,9,9,9,9,17728,18835,38099,18471,16408,17135,0
60000,2,2,3,48,10,10,10,10,10,10,9015,14700,438,2575,0,4532,0
300000,2,2,3,29,10,10,10,10,9,10,1825,2017,2476,5797,1542,1256,0
50000,1,3,2,30,9,9,7,7,7,7,44572,48361,47192,50588,40009,43685,0
50000,1,2,2,35,9,9,9,9,9,9,50000,37891,8434,8604,8865,9058,1
500000,1,3,3,61,10,10,10,9,9,9,11430,29015,25364,19550,21096,23491,0
490000,1,3,2,30,9,9,9,9,9,9,250637,254499,254762,253583,232878,236555,0
110000,2,1,3,29,8,7,9,9,9,7,109636,96380,56414,56677,109583,107981,0
360000,2,2,3,27,9,9,9,10,10,10,6449,3885,3113,1347,2179,5575,1
80000,2,2,3,42,9,9,10,10,9,9,43024,9821,600,53900,55000,65000,0
180000,2,3,2,27,7,7,9,9,7,7,153198,151128,152785,168657,165872,173667,1
180000,2,3,2,27,10,10,10,10,10,10,581,5394,1485,4778,23350,583,0
70000,2,2,2,22,9,10,9,9,9,9,9232,68209,66087,50716,48862,49850,0
140000,1,2,2,26,9,9,9,9,9,9,105930,59125,54636,51407,12016,60890,0
340000,2,3,2,30,11,11,11,11,11,11,24400,27791,6097,2272,4336,2581,0
70000,2,2,2,36,10,7,7,7,7,7,1156,2254,2044,4152,3023,4014,1
300000,1,3,2,34,9,9,9,9,9,9,271928,274915,279570,241030,228125,215438,1
20000,2,2,2,23,7,7,7,7,5,6,18495,20194,18880,22215,20638,19342,1
170000,2,2,3,42,10,10,10,10,10,10,415,415,415,415,1215,1390,0
280000,2,3,3,44,9,9,9,9,9,9,146390,148737,151000,152538,154291,155955,0
90000,2,1,2,50,9,9,9,9,9,9,83939,86583,87014,46293,47576,46663,0
160000,2,2,2,27,8,10,10,11,11,11,0,418,0,0,0,0,1
300000,2,3,2,46,8,11,11,11,11,11,0,0,0,0,0,0,1
60000,1,3,3,38,8,7,9,9,7,7,49808,48736,49525,57564,56517,81397,1
210000,1,3,3,46,10,10,10,10,10,10,3035,5764,46884,80514,391,1487,0
130000,2,2,3,29,9,9,9,9,9,9,132214,132361,128904,101785,101849,99296,0
160000,2,3,2,35,9,9,11,11,11,11,11988,-890,-890,-890,-890,-890,0
20000,2,3,2,37,9,9,9,10,10,11,8400,2000,0,2000,0,0,1
240000,2,2,3,40,10,10,10,10,10,10,4480,1725,10062,8662,4566,3915,0
340000,2,3,3,38,10,10,9,9,9,10,15065,41951,86114,82049,57667,80767,0
150000,1,3,3,42,9,9,9,9,9,7,136518,146249,147624,138636,146609,149438,0
180000,1,3,3,46,9,9,9,11,11,11,142826,61650,0,0,0,0,0
300000,2,3,2,26,10,9,9,9,9,9,48729,47798,57390,36766,38586,84950,0
180000,1,2,3,44,10,10,10,10,10,10,1110,1110,1110,1110,1110,1110,0
50000,2,2,2,22,9,9,9,9,9,9,44320,45884,47104,48205,17555,7809,0
50000,2,1,3,55,9,9,9,9,9,7,46731,47439,41493,19129,20561,20083,0
340000,1,3,3,37,10,10,10,10,10,10,8480,21524,12247,651,12105,7661,0
190000,1,3,2,31,11,11,10,10,9,9,-579,0,400,579,579,-421,1
180000,2,3,3,43,10,10,10,10,10,10,4824,1001,13413,8577,8596,24297,0
20000,1,1,2,28,8,7,9,9,9,9,5653,5419,6365,6608,7001,7233,1
450000,1,2,2,29,9,9,9,9,9,9,51686,54224,49606,43803,62914,81529,0
100000,2,3,2,30,8,7,9,9,9,9,105033,102513,100693,71253,70206,71060,0
80000,1,2,2,26,9,9,9,9,10,10,68194,24956,22145,33675,3047,77511,0
10000,1,1,2,36,9,9,9,9,7,9,6470,7404,8415,9075,8785,8959,1
20000,2,2,2,22,9,9,9,9,9,9,5099,5835,6763,7283,7370,7371,0
260000,2,2,3,53,8,7,7,7,7,7,118107,121763,133107,133107,148107,148107,1
150000,1,1,3,52,9,9,9,9,9,9,88812,90649,92499,94364,97589,99921,1
500000,2,3,2,34,11,11,11,11,11,11,19656,65732,14611,23169,6738,0,0
110000,2,3,3,46,10,10,10,10,10,10,734,9455,1277,2170,16070,1760,0
160000,1,2,3,32,9,9,9,9,9,9,93174,95274,97291,98768,101016,103176,0
200000,2,2,2,36,9,9,9,9,9,9,131694,122349,112715,102542,92335,81667,0
190000,2,3,3,45,8,7,9,9,9,9,75758,73989,75760,76899,78761,80883,0
180000,2,3,2,28,10,10,10,10,10,11,8366,16912,9199,4745,0,0,1
50000,2,3,2,25,8,6,7,7,7,7,27796,27069,27324,29561,28952,31307,1
100000,1,1,3,54,9,9,9,4,5,6,46041,59526,72823,71105,69424,68006,0
130000,2,2,2,29,8,6,7,7,7,7,129094,125616,126531,127571,121365,125368,1
120000,1,2,3,58,10,10,10,10,10,10,396,396,396,396,396,396,0
340000,2,1,2,37,9,9,9,9,9,9,289995,269901,267494,265058,263658,256621,0
20000,1,2,2,22,9,9,9,9,9,9,19844,19929,18775,13854,10718,0,0
30000,1,2,3,34,9,9,9,9,9,9,28893,26807,27942,27179,27385,28943,1
250000,1,2,3,44,10,9,10,9,9,11,4602,18382,15450,1867,-1,-1,0
70000,2,2,2,25,9,9,9,7,7,9,70488,51152,35122,28633,28039,28621,0
50000,2,2,1,47,7,7,7,7,7,9,37277,38383,38954,39618,38852,39553,0
280000,1,3,3,60,11,11,11,11,11,11,792,0,192,396,0,396,0
500000,2,2,3,46,10,10,10,9,9,9,886,21803,90182,79310,68380,58772,0
140000,2,2,3,50,8,7,7,7,7,7,136183,139121,140047,141215,142019,137251,0
200000,2,2,2,31,9,9,9,9,9,9,192698,196484,177001,100908,98873,95548,0
50000,1,2,3,36,7,7,2,2,2,2,2400,2400,2400,2400,2400,2400,1
320000,1,3,3,58,10,7,10,9,9,10,380,64,948,632,316,316,0
50000,2,1,3,59,8,7,9,9,9,9,44977,43981,44996,45736,46748,47816,0
30000,1,2,1,49,9,9,9,9,9,9,12939,14128,15354,5023,5275,54,0
100000,2,3,2,25,7,7,11,11,11,11,100000,0,0,0,0,-150953,0
340000,1,2,2,44,9,9,9,9,9,9,327058,335584,330510,272220,269629,266723,1
350000,2,2,3,38,10,10,10,10,10,10,7633,7600,21405,6390,6076,9610,0
20000,1,2,2,24,7,9,9,7,7,7,4127,5557,7458,7192,7923,7647,1
110000,1,3,2,26,9,9,9,9,9,9,110925,110909,111851,153551,75749,77217,0
290000,2,2,2,29,9,9,9,9,9,9,264929,261675,263204,263612,259786,208000,0
40000,1,2,2,26,8,7,7,7,7,7,11318,10845,12655,12156,20897,20411,1
120000,1,4,3,39,7,9,9,9,9,10,114647,114645,72188,42840,19860,390,1
190000,1,3,3,55,10,10,10,10,10,10,5928,9770,8032,30,240,540,0
150000,2,2,2,23,9,9,9,9,9,9,115206,111447,103317,96140,87455,87601,0
300000,2,3,2,42,10,10,10,9,9,11,6349,668,9737,367,-23,-413,0
240000,2,2,3,32,9,9,9,9,9,9,53286,16920,12869,14497,12262,8331,0
60000,2,2,3,33,7,9,9,9,9,9,60099,60983,55595,54940,47959,29763,1
150000,1,2,2,29,10,10,10,9,9,9,51620,9070,117140,89524,36772,16157,0
80000,2,1,2,47,11,11,11,11,11,10,194843,197581,202150,0,0,48855,0
160000,2,2,3,43,10,10,10,10,10,10,5617,267,509,15695,515,515,0
200000,1,3,3,30,9,9,9,9,9,9,182338,123079,124075,99440,104685,54038,0
90000,1,2,3,42,7,7,7,7,7,9,95773,95489,94681,93965,90545,90529,0
360000,1,2,3,38,8,11,11,11,11,11,0,0,0,0,0,0,0
350000,2,2,3,38,10,10,10,10,10,10,4482,4985,4322,4992,4295,5952,0
30000,2,1,3,51,9,9,9,9,9,9,17454,18964,20442,21592,23079,24529,0
40000,1,1,2,23,9,9,9,9,9,11,15045,15899,16700,17500,0,0,0
160000,1,2,2,24,10,9,9,10,9,9,4449,5316,5711,6003,3527,127,0
200000,1,2,2,40,9,9,9,9,9,7,16816,17852,18562,18965,24424,23883,0
330000,1,3,2,33,9,9,9,9,9,9,223445,122096,125969,127044,127027,129945,0
500000,1,3,3,47,10,7,10,9,9,10,7233,2321,18261,16456,11225,36770,0
500000,2,2,3,28,11,11,11,10,9,9,67763,47746,28148,24377,15421,11239,0
460000,2,3,3,54,10,10,10,10,10,10,7623,9483,18511,80877,45369,56789,0
120000,2,3,2,27,10,7,10,9,10,10,6553,2752,10834,2016,3589,1569,0
130000,2,2,3,45,7,10,10,10,10,10,990,990,990,990,1130,990,0
20000,1,3,2,22,10,9,9,9,9,9,7268,12946,8811,9638,11740,11047,0
170000,1,3,3,41,9,9,9,9,9,9,149941,68912,72741,76149,84474,92400,0
50000,2,3,3,29,9,9,9,9,9,9,48305,49726,50389,30410,30364,30063,0
50000,1,2,3,36,10,9,9,9,9,9,3580,4597,5757,5869,5838,5971,1
50000,1,1,3,43,9,9,9,9,9,9,17113,17751,18332,18301,18639,18516,0
220000,2,3,2,36,9,9,7,9,9,9,13043,4111,1522,5198,3974,-38,0
260000,2,1,2,38,9,9,9,9,9,9,30845,20395,17902,18258,18640,18956,0
500000,2,3,3,54,9,9,9,9,9,9,428841,432871,436858,432945,338417,318436,0
20000,2,2,2,25,9,9,9,9,9,9,20195,19638,17198,14253,18475,13878,0
20000,1,1,2,40,9,9,7,9,9,11,5945,8184,7839,7999,0,0,1
80000,1,2,2,25,9,9,9,9,9,10,45113,26796,19100,14600,9000,2000,0
500000,1,2,3,35,11,11,11,11,11,11,2295,1384,1384,1384,5590,4542,0
160000,1,3,2,27,10,10,11,11,11,11,165,0,0,0,0,0,1
200000,1,2,2,27,9,10,10,10,11,11,7934,16140,9043,-1136,-1136,-1136,0
50000,2,3,3,34,9,9,9,9,9,9,42980,44015,45284,46186,47440,48453,0
20000,1,2,2,25,9,9,9,9,9,9,19791,19591,15788,14911,11699,12224,1
170000,2,2,3,38,9,9,9,9,9,9,146518,142954,134372,84558,86538,88299,0
10000,1,3,2,23,10,7,10,10,10,11,780,390,390,780,0,0,1
20000,2,1,2,28,8,6,3,4,5,6,19109,23788,23154,22520,21596,20962,1
150000,2,2,2,29,10,10,7,9,9,7,2501,6845,4592,8617,2190,1369,0
470000,2,3,3,47,9,9,9,9,9,7,447057,450070,451090,442237,450924,428239,0
200000,2,3,3,32,9,9,9,9,9,10,36154,23885,24718,25213,68126,9636,0
130000,2,3,2,27,9,9,9,9,9,10,26868,28429,29710,34310,21900,780,0
70000,2,1,2,40,9,9,7,9,9,9,12924,14615,14692,14784,15175,16360,0
270000,2,2,3,34,9,9,9,9,9,9,160006,163338,166672,170000,173547,177013,0
150000,1,1,2,27,10,10,7,9,9,9,57386,58531,56544,48153,49288,36872,1
240000,2,3,3,41,8,7,9,9,9,11,8827,6993,7094,3227,-18,-18,0
100000,2,2,3,60,11,10,10,10,10,10,0,198,198,324,171,0,0
200000,1,3,3,40,10,10,10,10,10,10,6750,4501,6360,2620,5900,37084,1
220000,1,3,2,33,9,9,9,9,9,9,22708,24330,25918,27479,28877,30237,0
70000,1,1,3,69,8,7,9,9,9,9,11572,11095,12109,12905,14683,15435,1
260000,1,2,2,44,9,9,9,9,9,9,99176,63497,51524,52681,53852,55967,0
180000,2,3,2,29,9,9,9,9,9,9,134797,134041,132295,130166,129158,127963,0
210000,2,1,2,35,11,11,11,11,11,11,1983,-17,9000,7905,1434,1008,0
130000,2,2,3,36,8,7,9,9,9,9,98469,96054,97910,96744,97444,95630,0
320000,2,2,3,39,9,9,9,9,9,9,147440,137938,131816,120761,120375,120897,0
30000,2,2,2,27,7,10,9,9,10,10,1473,2998,2946,1473,1473,28058,1
50000,2,2,2,25,9,9,9,9,9,9,50485,50397,49167,45077,36815,38203,0
380000,2,2,2,27,9,9,10,9,9,9,4400,0,270219,3641,3717,3791,0
20000,2,2,2,22,7,9,9,9,6,7,6643,7872,9077,10989,10529,10213,1
50000,1,2,2,31,7,9,9,9,10,10,49804,28662,29476,4011,1000,0,0
140000,2,3,2,28,10,10,10,10,11,11,8483,9526,33788,-18,-18,-18,0
150000,2,1,3,46,8,11,11,11,11,11,0,0,0,0,0,0,1
370000,1,3,2,36,9,9,9,9,9,9,297678,306455,307734,225974,231720,222733,1
100000,2,3,3,41,9,10,10,10,9,10,96832,2590,-11925,21289,17236,1238,0
100000,1,1,2,27,9,9,9,9,9,9,98746,99118,66147,64691,49332,50366,0
50000,1,2,3,29,6,7,7,9,9,9,32750,33532,32597,19576,19034,19525,1
400000,2,3,2,33,10,7,10,10,10,10,565,565,11471,1779,0,3470,0
250000,2,3,3,43,11,11,11,11,11,11,34200,0,110801,0,18805,0,0
150000,2,1,3,45,8,10,9,9,9,9,-141,10987,12733,6908,6713,8048,0
120000,1,1,2,37,7,7,7,7,7,7,117681,119513,120990,121795,113328,120615,1
260000,2,3,2,31,9,9,9,9,9,9,117271,121442,121805,127594,110146,112364,0
90000,2,2,2,23,9,9,9,9,9,9,80551,11066,2408,57167,57700,58817,0
130000,1,3,3,39,7,10,10,10,10,10,390,390,390,1068,3169,390,0
50000,2,2,2,29,8,7,7,7,9,9,46376,45354,49086,48027,49037,48032,1
120000,2,2,3,29,8,7,9,9,9,9,126412,120812,121895,121208,121678,122067,1
140000,1,1,2,33,10,10,10,10,10,10,473,-27,3788,0,9386,722,0
170000,2,3,2,34,9,9,9,9,9,9,172095,160914,103021,99219,99179,99902,0
330000,2,1,2,31,10,10,10,10,10,10,5480,30630,6350,6033,2205,0,0
210000,1,2,3,33,11,11,10,10,10,10,0,0,106669,13333,12780,18472,1
300000,1,3,3,39,9,9,7,10,10,7,27459,34405,3283,3961,24306,22644,1
130000,2,2,3,39,9,9,9,9,9,9,93797,91523,88331,81192,78774,77117,0
360000,2,3,2,29,9,9,9,9,9,9,27370,20750,14898,7524,7524,0,0
150000,1,2,2,26,7,7,9,9,9,9,37594,30432,20346,19447,8420,8631,0
90000,2,2,2,33,7,7,9,9,7,7,61367,59814,61816,65180,63979,63733,1
260000,2,3,3,61,8,11,11,11,11,11,-551,16449,-20320,-20320,-20320,-20320,0
30000,2,1,3,21,5,6,7,9,9,9,32179,31397,30358,29758,29758,23036,1
80000,2,2,3,45,9,9,9,9,9,9,79552,81392,80966,79295,81142,80672,0
500000,2,3,3,33,11,11,11,11,11,11,363,2089,4822,48741,92978,0,0
20000,2,2,3,33,9,9,9,9,9,11,13864,14534,9662,8091,0,0,0
60000,1,1,2,36,9,9,9,9,9,9,34364,34246,13266,19876,19274,17923,0
210000,1,2,2,37,9,9,9,9,9,9,15637,17560,16765,18641,18654,16229,0
50000,1,3,2,24,9,9,7,7,7,7,29595,31798,32979,32152,34668,33961,1
350000,1,2,2,32,9,9,9,9,9,9,228009,220450,190173,192649,197269,201360,0
200000,1,2,2,37,8,11,11,11,11,11,0,0,0,0,0,0,0
280000,2,3,2,28,9,9,9,9,9,10,51439,44605,45426,38563,29669,24892,0
230000,1,3,3,41,11,11,11,11,11,11,1552,792,19272,1172,1172,2246,0
200000,2,3,3,35,7,9,9,9,9,9,195441,192803,304997,188504,189527,192851,1
220000,2,3,3,32,8,7,7,7,7,7,202792,198157,211340,209612,219064,222672,0
160000,2,2,2,30,10,10,10,10,10,10,584,4572,7379,669,21381,200,0
200000,2,2,2,29,9,9,9,9,9,9,180016,166678,128324,128334,131104,133762,0
60000,2,2,3,45,9,10,10,9,9,9,56965,2495,57899,30345,30244,25474,0
60000,2,1,3,33,9,9,9,9,9,9,57561,57766,49351,28549,29063,28863,0
380000,1,3,3,36,10,10,10,10,10,10,28057,14266,22101,24038,41215,35010,0
240000,1,3,3,38,8,11,11,11,11,10,0,0,0,0,0,690,0
70000,2,2,2,30,9,9,9,9,9,9,19758,8960,9949,10298,10511,9764,0
180000,2,1,3,33,10,9,9,9,9,10,170126,171247,156803,159342,10400,20650,0
150000,2,2,2,42,10,10,10,11,10,10,2800,67568,0,0,6674,0,0
140000,1,3,2,34,7,7,7,7,7,7,124640,131032,132065,129307,131154,134470,1
200000,1,2,2,25,9,9,9,9,9,9,107001,108619,110149,110333,85201,84809,1
130000,2,3,2,24,7,9,9,9,9,9,126874,129837,131332,97878,99594,98667,1
180000,2,2,3,30,9,9,9,9,9,9,4747,4221,9065,5016,5931,6826,0
50000,2,2,2,30,10,10,10,10,10,10,4166,2859,1452,1190,543,920,0
80000,2,2,2,24,8,11,11,11,11,11,0,0,0,0,0,0,0
40000,2,2,3,23,7,6,7,7,7,9,31772,30983,33168,33527,32854,33947,0
210000,2,3,3,36,11,11,11,11,11,11,167,0,0,0,0,0,0
150000,2,3,2,29,10,10,10,9,10,10,560,290,549,204,16048,0,0
280000,2,3,2,62,7,7,7,7,7,7,2500,2500,2500,2500,2500,2500,1
100000,1,2,2,28,9,9,9,9,11,10,180765,64653,10388,3762,1434,12609,0
100000,1,2,3,33,7,9,9,9,9,9,66393,67827,69202,70153,71468,72930,1
50000,1,1,2,23,7,9,9,9,9,9,11744,10935,11664,10872,9392,9456,1
150000,2,1,3,25,9,9,9,9,9,9,29823,25968,24823,22908,19325,12854,0
20000,1,3,2,40,9,9,9,9,9,9,20324,18509,20076,20035,14057,0,0
270000,2,3,3,50,10,10,10,10,10,10,1363,0,6098,3500,7324,9466,0
20000,2,2,3,28,7,10,10,10,10,10,390,390,390,390,390,0,1
50000,2,3,2,28,7,9,9,9,9,9,34018,35165,36076,37478,38173,39012,1
250000,1,2,3,53,9,9,7,9,9,9,177537,198017,192962,156134,161603,166631,0
80000,2,3,2,33,9,9,9,9,9,9,60156,60309,30640,15917,35608,23470,0
400000,1,2,3,40,2,3,4,5,6,7,405366,397754,389903,384981,381863,359314,1
50000,1,3,2,35,8,7,9,9,9,9,20579,19948,19521,19247,19816,20015,0
50000,2,2,3,53,10,10,10,10,10,10,7061,2229,10939,12575,1341,998,0
50000,2,3,3,34,9,9,9,9,7,9,49135,49209,36372,30305,29742,30556,0
280000,2,2,3,44,9,9,9,9,9,9,286706,272243,203744,203520,207878,211812,0
240000,2,3,2,29,10,10,10,10,10,10,59,548,208,0,44,19,1
30000,2,2,3,27,7,7,7,7,9,9,19193,20084,20460,19836,20266,21568,1
250000,1,3,2,29,10,10,10,10,10,10,520,2047,1155,3582,580,1398,0
150000,2,3,1,55,10,10,10,10,10,7,280,280,759,754,480,165,0
60000,2,2,2,23,9,9,9,9,9,9,28406,28781,29219,29036,29493,29776,0
50000,1,2,3,35,8,10,10,10,11,11,0,1118,667,0,0,0,0
160000,1,2,3,33,9,9,9,9,7,9,102292,105536,110390,122358,120714,124145,0
100000,1,2,3,44,9,9,7,9,9,10,11119,12376,4419,2946,1473,3230,0
70000,1,3,2,31,9,9,9,7,9,9,67270,67807,70410,68248,47910,48820,0
200000,2,2,2,35,10,10,10,10,11,11,1709,2400,675,0,0,0,0
500000,2,3,2,51,10,10,10,10,10,10,187,369,535,-13,20807,20897,0
180000,2,3,2,28,8,7,7,9,9,9,3775,5570,4722,8643,7783,12398,0
30000,1,3,2,31,9,9,9,9,9,9,28398,18550,13198,13222,14620,17376,0
360000,1,3,3,51,9,9,9,9,9,9,353200,337593,341528,350949,355869,210989,0
150000,1,3,2,36,9,9,9,9,9,9,95716,96181,99933,102278,104710,107148,0
80000,1,2,2,26,7,9,9,9,9,9,81268,78311,79915,81371,79916,79227,1
150000,2,3,2,25,9,9,9,10,10,11,25484,26726,27810,172,0,0,0
230000,1,2,3,50,11,11,11,11,11,11,21570,4700,0,0,0,0,0
100000,2,2,2,36,10,10,11,11,11,11,14891,-709,-1813,-2011,1751,2238,0
60000,2,1,3,36,8,7,7,7,9,9,57285,61118,61947,60353,4980,2160,1
50000,1,3,2,23,9,9,9,9,9,9,29772,17515,10483,4697,4793,4891,0
20000,1,2,2,22,6,7,7,7,9,9,12553,14551,15016,14480,15093,17077,1
290000,2,3,2,30,10,10,10,10,10,10,560,463,100,0,100,0,0
110000,1,3,2,29,9,9,9,9,9,9,109241,109833,108778,74692,77912,49264,0
50000,2,2,2,22,9,9,9,9,9,9,22458,22571,22309,22315,22934,23243,0
230000,2,2,3,43,7,7,7,9,9,9,222819,232264,227054,196356,199525,201836,1
50000,1,2,2,30,7,7,7,7,7,11,200,200,200,200,-200,0,1
150000,2,2,2,26,9,9,10,10,11,10,9189,4359,4880,0,0,2250,0
20000,1,2,3,40,10,10,10,10,10,10,836,836,390,390,390,390,1
90000,2,1,3,45,8,7,9,9,9,9,83760,80136,76823,47008,32358,33318,1
60000,2,3,2,26,11,11,11,11,11,11,0,-108,-216,-324,-432,-540,0
80000,1,3,2,26,9,9,9,9,9,9,67229,24772,20000,20000,20000,0,0
280000,1,2,3,25,10,10,9,9,9,9,3863,84601,67765,63628,60860,60316,0
230000,2,3,3,36,11,11,11,11,11,11,3240,0,0,0,0,0,0
100000,2,1,2,58,9,9,9,9,9,9,43386,44686,45634,46576,47519,51404,0
80000,2,3,2,24,10,10,10,10,10,10,390,1063,390,741,390,765,0
60000,2,2,3,41,9,9,9,9,9,9,60255,58374,48442,53444,27705,28291,0
70000,1,2,3,35,9,9,9,9,9,9,70480,66646,69641,46458,50679,50061,0
110000,2,2,3,49,11,11,11,11,11,11,115672,109892,67912,50994,40652,5785,0
60000,1,2,2,26,10,10,7,9,10,7,1396,1653,392,502,962,422,0
110000,1,2,2,26,9,9,9,9,9,7,34949,35686,37086,37967,40551,39749,0
120000,1,1,3,54,10,6,7,10,10,10,632,632,316,316,316,316,0
280000,2,2,2,43,10,7,7,11,11,11,4172,3560,-40,-40,8160,657,0
50000,2,2,2,23,9,9,9,9,9,9,47598,40714,38124,19893,20314,18810,0
20000,2,3,2,22,10,10,10,10,10,10,2654,0,8369,433,1669,7800,0
240000,2,3,2,30,10,10,10,10,10,10,498,-2,20517,0,11423,0,0
50000,1,2,2,22,9,9,9,9,9,9,22616,21415,20769,21339,19382,18577,0
200000,2,2,2,27,9,9,9,9,9,9,65489,41413,40400,25570,10060,8619,0
320000,1,2,2,28,9,9,9,9,9,10,11639,7508,5591,2371,4754,4932,0
20000,1,2,3,56,6,7,7,7,7,7,17740,17166,19148,18542,20122,19400,1
50000,1,2,2,44,9,9,9,9,9,9,47505,48471,44301,19052,17569,17976,1
180000,1,2,3,41,10,10,10,10,10,10,859,1811,1335,366,1811,1828,1
80000,1,3,3,28,9,9,11,11,11,11,78429,0,0,0,0,0,0
240000,2,2,3,48,11,11,11,11,11,11,-5,-5,1056,-4,950,158,1
260000,2,2,2,28,10,10,10,10,10,10,500,10500,10500,10500,10500,10500,0
80000,2,3,3,40,8,10,10,10,10,11,0,1027,1273,174,-156,-156,0
80000,1,2,3,40,9,9,9,9,9,9,64120,63656,63023,60237,60263,59180,1
100000,1,2,3,47,9,9,7,9,9,7,66539,71766,69111,64287,67838,66135,0
20000,1,2,3,64,10,10,10,10,10,10,528,0,264,264,255,678,1
130000,2,2,2,31,9,9,9,9,9,9,97544,99208,102946,103750,105818,98401,0
120000,2,2,3,28,8,11,11,11,11,11,0,0,0,0,0,0,0
90000,2,2,3,35,9,9,9,9,9,9,84681,81491,81003,68764,67957,69313,0
180000,2,2,2,25,10,10,10,10,10,10,3231,12513,-628,4940,1740,390,0
80000,2,3,2,32,9,9,9,9,9,9,60542,61715,60582,61453,61858,61104,0
130000,1,2,3,45,10,10,10,10,10,10,390,390,390,390,390,0,1
230000,2,3,2,26,10,9,10,10,10,10,17532,13033,2688,2688,2688,6393,0
130000,2,3,2,26,10,10,10,10,10,10,3597,4398,3738,1396,13069,1285,1
190000,1,2,2,33,9,9,9,9,9,9,176028,166336,162100,155584,157988,154366,0
210000,2,3,2,31,9,9,9,9,9,9,182501,187796,190227,127436,129714,131440,0
20000,2,1,3,52,9,9,7,9,9,6,11271,13513,12999,14456,16313,15766,0
20000,1,3,2,23,9,9,9,9,9,9,15196,16373,17590,18107,18756,19949,0
280000,2,2,2,30,9,9,9,9,10,10,61282,53394,17644,0,5468,0,0
